PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Source,Date,Metadata
3886,Education,General,"As part of improving Grade 6, parents are asked to support keeping a study timetable at home.","Kama sehemu ya kuboresha darasa la sita, wazazi wanaombwa kusaidia kuweka ratiba ya masomo nyumbani.","Kaka achiel kuom yore mag bero Kilasi mar 6, ikwayo jonyuol mondo ochung’ ne keto chenro mar somo e ot.",template_generated,2026-07-11,General
3887,Education,General,Report unsafe classroom conditions at school to the head teacher immediately.,Ripoti hali isiyo salama ya darasa shuleni kwa mwalimu mkuu mara moja.,Chiw ripot ne japuonj maduong' mapiyo kuom gik ma ok ber e klas e skul.,template_generated,2026-07-11,General
3888,Education,General,"As part of improving Early Childhood Development Education, parents are asked to support responsible internet use at home.","Kama sehemu ya kuboresha elimu ya awali, wazazi wanaombwa kusaidia matumizi ya kuwajibika ya intaneti nyumbani.","Kaka achiel kuom yore mag bero Somo mar Nyithindo Matin, ikwayo jonyuol mondo ochung’ ne tiyo kod intanet e yo makare e ot.",template_generated,2026-07-11,General
3889,Education,General,The school feeding programme now covers learners at Senior School facing financial hardship.,mpango wa chakula shuleni sasa inahusisha wanafunzi katika shule ya upili ya juu wanaokabiliwa na ugumu wa kifedha.,Program mar chiwo chiemo e skul sani oriwo jopuonjre e Skul Maduong’ ma yudo pek mag pesa.,template_generated,2026-07-11,General
3890,Education,General,Schools countrywide are holding sessions this week on infrastructure development plans.,Shule nchini kote zinafanya vipindi wiki hii kuhusu mipango ya uendelezaji wa miundombinu.,Suku mag piny mangima timo seche jumani kae kuom chenro mag dongruok mag gedo mag piny.,template_generated,2026-07-11,General
3891,Education,General,Teachers recommend combining peer study groups with regular attendance to address teacher absenteeism.,Walimu wanapendekeza kuchanganya vikundi vya wenzao vya kusoma na mahudhurio ya mara kwa mara kushughulikia walimu kutohudhuria.,Jopuonj chiwo paro mar keto kanyakla grup mag somo mag jowetegi kanyachiel gi bedoe pile pile mar geng'o bedo maonge mar jopuonj.,template_generated,2026-07-11,General
3892,Education,General,"As part of improving Junior Secondary School, parents are asked to support keeping a study timetable at home.","Kama sehemu ya kuboresha shule ya upili ya chini, wazazi wanaombwa kusaidia kuweka ratiba ya masomo nyumbani.","Kaka achiel kuom yore mag bero Skul mar Sekondari, ikwayo jonyuol mondo ochung’ ne keto chenro mar somo e ot.",template_generated,2026-07-11,General
3893,Education,General,Enroll your child in Early Childhood Development Education before the term begins.,Andikisha mtoto wako katika elimu ya awali kabla ya muhula kuanza.,Inyalo ndiko nying nyathini e somo mar dongruok mar nyithindo matindo kapok term ochako.,template_generated,2026-07-11,General
3894,Education,General,The special needs education grant now covers learners at day secondary school facing financial hardship.,ruzuku ya elimu maalum sasa inahusisha wanafunzi katika shule ya upili ya kutwa wanaokabiliwa na ugumu wa kifedha.,Chiwo mar somo mar dwaro makende sani konyo jopuonjre ma ni e skul ma malo ma yudo pek mag pesa.,template_generated,2026-07-11,General
3895,Education,General,"As part of improving Early Childhood Development Education, parents are asked to support daily reading at home.","Kama sehemu ya kuboresha elimu ya awali, wazazi wanaombwa kusaidia kusoma kila siku nyumbani.","Kaka achiel kuom yore mag bero Somo mar Nyithindo Matin, ikwayo jonyuol mondo ochung’ ne somo ma pile ka pile e ot.",template_generated,2026-07-11,General
3896,Education,General,The digital learning devices programme now covers learners at boarding primary school facing financial hardship.,mpango wa vifaa vya kujifunzia vya kidijitali sasa inahusisha wanafunzi katika shule ya msingi ya bweni wanaokabiliwa na ugumu wa kifedha.,Program mar gige somo mag dijital sani oriwo jopuonjre ma ni e skul ma piny ma nigi pek mag pesa.,template_generated,2026-07-11,General
3897,Education,General,Attend the school meeting to discuss the CBC curriculum transition for this term.,Hudhuria mkutano wa shule kujadili mpito wa mtaala wa CBC kwa muhula huu.,Chopo e chokruok mar skul mondo wawuo kuom lokruok ma itimo e program mar somo mar CBC e term ni.,template_generated,2026-07-11,General
3898,Education,General,Building daily reading early helps learners succeed under the CBC curriculum.,Kujenga kusoma kila siku mapema husaidia wanafunzi kufaulu chini ya mtaala wa CBC.,Kugero somo ma pile ka pile mapiyo konyo jopuonjre mondo gibed gi loch e bwo chenro mar somo mar CBC.,template_generated,2026-07-11,General
3899,Education,General,Attend the school meeting to discuss infrastructure development plans for this term.,Hudhuria mkutano wa shule kujadili mipango ya uendelezaji wa miundombinu kwa muhula huu.,Chopo e chokruok mar skul mondo wawuo kuom chenro mag dongruok mag gedo mag piny e dwe mar higa ni.,template_generated,2026-07-11,General
3900,Education,General,The county bursary fund application window is now open at your local sub-county office.,Dirisha la maombi ya mfuko wa bursary wa kaunti sasa liko wazi katika ofisi ya sub-kaunti yako.,Dirisa mar kwayo pesa mag bursary mag kaunti sani oyabere e ofis matin mar kaunti mari.,template_generated,2026-07-11,General
3901,Education,General,Any case of teacher absenteeism should be reported through the official school channel.,Kesi yoyote ya walimu kutohudhuria inapaswa kuripotiwa kupitia njia rasmi ya shule.,"Kaso moro amora mar japuonj ma ok obiro e skul, owinjore ondiki kokalo kuom chanel mar skul ma owinjore.",template_generated,2026-07-11,General
3902,Education,General,Schools countrywide are holding sessions this week on school feeding budgets.,Shule nchini kote zinafanya vipindi wiki hii kuhusu bajeti za chakula shuleni.,Suku mag piny mangima timo seche jumani kae kuom bajet mar chiemo ma skul onego ochul.,template_generated,2026-07-11,General
3903,Education,General,"As part of improving vocational training college, parents are asked to support responsible internet use at home.","Kama sehemu ya kuboresha chuo cha mafunzo ya ufundi, wazazi wanaombwa kusaidia matumizi ya kuwajibika ya intaneti nyumbani.","Kaka achiel kuom yore mag bero kolej mar puonjruok mar tich, ikwayo jonyuol mondo ochung’ ne tiyo kod intanet e yo makare e ot.",template_generated,2026-07-11,General
3904,Education,General,Building active class participation early helps learners succeed under the CBC curriculum.,Kujenga kushiriki kikamilifu darasani mapema husaidia wanafunzi kufaulu chini ya mtaala wa CBC.,Kugero ng’iyo ma ng’ato nyalo bedogo e klas mapiyo konyo jopuonjre mondo gibed gi loch e bwo chenro mar somo mar CBC.,template_generated,2026-07-11,General
3905,Education,General,Any bullying affecting learners at boarding primary school should be raised during digital literacy programmes discussions.,unyanyasaji yoyote inayoathiri wanafunzi katika shule ya msingi ya bweni inapaswa kuibuliwa wakati wa majadiliano ya mipango ya ujuzi wa kidijitali.,Gimoro amora ma ketho nying’ jopuonjre e skul ma piny ma ji odak e iye onego oting’ e kinde ma itimo mbaka mag chenro mag somo kod ndiko mag dijital.,template_generated,2026-07-11,General
3906,Education,General,Any long distances to school affecting learners at day secondary school should be raised during the new school calendar discussions.,umbali mrefu kwenda shuleni yoyote inayoathiri wanafunzi katika shule ya upili ya kutwa inapaswa kuibuliwa wakati wa majadiliano ya kalenda mpya ya shule.,Gimoro amora mabor ma dhi skul ma mulo jopuonjre e skul mar sekondari mar odiechieng’ onego oting’ e kinde ma itimo mbaka mag kalenda manyien mar skul.,template_generated,2026-07-11,General
3907,Education,General,The textbook subsidy programme now covers learners at vocational training college facing financial hardship.,mpango wa ruzuku ya vitabu sasa inahusisha wanafunzi katika chuo cha mafunzo ya ufundi wanaokabiliwa na ugumu wa kifedha.,Program mar chiwo kony mar buge mag somo sani oriwo jopuonjre ma ni e kolej mar puonjruok mar tich ma yudo pek mag pesa.,template_generated,2026-07-11,General
3908,Education,General,Teachers recommend combining regular homework review with regular attendance to address lack of learning materials.,Walimu wanapendekeza kuchanganya kupitia kazi za nyumbani mara kwa mara na mahudhurio ya mara kwa mara kushughulikia ukosefu wa vifaa vya kujifunzia.,Jopuonj golo paro ni mondo oriw somo mar tije mag ot pile ka pile kod chopo e chokruoge pile ka pile mondo ilos bedo maonge gi gige somo.,template_generated,2026-07-11,General
3909,Education,General,Teachers recommend combining asking questions in class with regular attendance to address student unrest.,Walimu wanapendekeza kuchanganya kuuliza maswali darasani na mahudhurio ya mara kwa mara kushughulikia machafuko ya wanafunzi.,Jopuonj ogolo paro ni mondo oriw penjo e klas kod bedo e klas kinde ka kinde mondo ilos ywak mar nyithind skul.,template_generated,2026-07-11,General
3910,Education,General,Attend the school meeting to discuss the new school calendar for this term.,Hudhuria mkutano wa shule kujadili kalenda mpya ya shule kwa muhula huu.,Chopo e chokruok mar skul mondo uler kalenda manyien mar skul mar term ni.,template_generated,2026-07-11,General
3911,Education,General,Teachers recommend combining responsible internet use with regular attendance to address lack of learning materials.,Walimu wanapendekeza kuchanganya matumizi ya kuwajibika ya intaneti na mahudhurio ya mara kwa mara kushughulikia ukosefu wa vifaa vya kujifunzia.,Jopuonj golo paro ni mondo oriw tiyo kod mbui maber kod bedo e chokruoge kinde ka kinde mondo ilos bedo maonge gi gige somo.,template_generated,2026-07-11,General
3912,Education,General,Teachers recommend combining responsible internet use with regular attendance to address exam malpractice.,Walimu wanapendekeza kuchanganya matumizi ya kuwajibika ya intaneti na mahudhurio ya mara kwa mara kushughulikia udanganyifu wa mtihani.,Jopuonj golo paro ni mondo oriw kanyakla tiyo kod mbui mowinjore kod bedo e chokruoge kinde ka kinde mar geng'o tim marach mag penj.,template_generated,2026-07-11,General
3913,Education,General,Any case of overcrowded classrooms should be reported through the official school channel.,Kesi yoyote ya madarasa yenye msongamano inapaswa kuripotiwa kupitia njia rasmi ya shule.,Kaso moro amora mar klas ma opong’ ahinya owinjore ondiki kokalo kuom chanel mar skul ma owinjore.,template_generated,2026-07-11,General
3914,Education,General,Encourage your child to practice asking questions in class to improve their learning.,Mhamasishe mtoto wako kufanya kuuliza maswali darasani ili kuboresha ujifunzaji wake.,Jiw nyathini mondo opuonjre penjo penjo e klas mondo omed somo maber.,template_generated,2026-07-11,General
3915,Education,General,Any case of bullying should be reported through the official school channel.,Kesi yoyote ya unyanyasaji inapaswa kuripotiwa kupitia njia rasmi ya shule.,Kes moro amora mar ng’anjo onego ondiki kokalo kuom chanel mar skul ma owinjore.,template_generated,2026-07-11,General
3916,Education,General,Apply for the digital learning devices programme to help with your child's school fees.,Omba mpango wa vifaa vya kujifunzia vya kidijitali kusaidia ada ya shule ya mtoto wako.,Kwayo program mar gige somo mag dijital mondo okonyi chulo skul mar nyathini.,template_generated,2026-07-11,General
3917,Education,General,"As part of improving Grade 6, parents are asked to support active class participation at home.","Kama sehemu ya kuboresha darasa la sita, wazazi wanaombwa kusaidia kushiriki kikamilifu darasani nyumbani.","Kaka achiel kuom yore mag bero Kilasi mar 6, ikwayo jonyuol mondo ochung’ ne puonjruok ma ng’ato timo e klas e ot.",template_generated,2026-07-11,General
3918,Education,General,"As part of improving day secondary school, parents are asked to support peer study groups at home.","Kama sehemu ya kuboresha shule ya upili ya kutwa, wazazi wanaombwa kusaidia vikundi vya wenzao vya kusoma nyumbani.","Kaka achiel kuom yore mag bero skul mar sekondari mar odiechieng’, ikwayo jonyuol mondo okony grup mag somo mag jowetegi e ot.",template_generated,2026-07-11,General
3919,Education,General,Teachers recommend combining time management with regular attendance to address teacher absenteeism.,Walimu wanapendekeza kuchanganya usimamizi wa muda na mahudhurio ya mara kwa mara kushughulikia walimu kutohudhuria.,Jopuonj golo paro ni mondo oriw rito thuolo kod bedo e skul pile mondo ilos bedo maonge mar jopuonj.,template_generated,2026-07-11,General
3920,Education,General,Teachers recommend combining daily reading with regular attendance to address student unrest.,Walimu wanapendekeza kuchanganya kusoma kila siku na mahudhurio ya mara kwa mara kushughulikia machafuko ya wanafunzi.,Jopuonj golo paro ni mondo oriw somo ma pile ka pile kod bedo e chokruoge pile mondo ilos ywak mar nyithind skul.,template_generated,2026-07-11,General
3921,Education,General,The school feeding programme now covers learners at technical training institute facing financial hardship.,mpango wa chakula shuleni sasa inahusisha wanafunzi katika chuo cha mafunzo ya kiufundi wanaokabiliwa na ugumu wa kifedha.,Program mar chiwo chiemo e skul sani oriwo jopuonjre ma ni e skul mar puonjruok mar teknoloji ma yudo pek mag pesa.,template_generated,2026-07-11,General
3922,Education,General,Any long distances to school affecting learners at day secondary school should be raised during school feeding budgets discussions.,umbali mrefu kwenda shuleni yoyote inayoathiri wanafunzi katika shule ya upili ya kutwa inapaswa kuibuliwa wakati wa majadiliano ya bajeti za chakula shuleni.,Gimoro amora mabor ma dhi skul ma mulo jopuonjre e skul mar sekondari mar odiechieng’ onego oting’ e kinde ma ilosoe bajet mag chiemo mag skul.,template_generated,2026-07-11,General
3923,Education,General,"As part of improving boarding primary school, parents are asked to support responsible internet use at home.","Kama sehemu ya kuboresha shule ya msingi ya bweni, wazazi wanaombwa kusaidia matumizi ya kuwajibika ya intaneti nyumbani.","Kaka achiel kuom yore mag bero skul ma piny ma ji odak e iye, ikwayo jonyuol mondo ochung’ ne tiyo kod intanet e yo makare e ot.",template_generated,2026-07-11,General
3924,Education,General,Teachers recommend combining time management with regular attendance to address student unrest.,Walimu wanapendekeza kuchanganya usimamizi wa muda na mahudhurio ya mara kwa mara kushughulikia machafuko ya wanafunzi.,Jopuonj golo paro ni mondo oriw rito thuolo kod bedo e skul pile mondo ilos ywak mar nyithind sikul.,template_generated,2026-07-11,General
3925,Education,General,The free sanitary products programme now covers learners at pre-primary school facing financial hardship.,mpango wa taulo za bure sasa inahusisha wanafunzi katika shule ya chekechea wanaokabiliwa na ugumu wa kifedha.,Program mar gik mitiyogo e rito ler ma onge chudo sani oriwo jopuonjre ma ni e skul ma pok ochako somo ma yudo pek mag pesa.,template_generated,2026-07-11,General
3926,Education,General,The school feeding programme now covers learners at Junior Secondary School facing financial hardship.,mpango wa chakula shuleni sasa inahusisha wanafunzi katika shule ya upili ya chini wanaokabiliwa na ugumu wa kifedha.,Program mar chiwo chiemo e skul sani oriwo jopuonjre ma ni e skul mar sekondari ma yudo pek mag pesa.,template_generated,2026-07-11,General
3927,Education,General,Any long distances to school affecting learners at Senior School should be raised during the CBC curriculum transition discussions.,umbali mrefu kwenda shuleni yoyote inayoathiri wanafunzi katika shule ya upili ya juu inapaswa kuibuliwa wakati wa majadiliano ya mpito wa mtaala wa CBC.,Gimoro amora mabor ma dhi e skul ma mulo jopuonjre e Skul Maduong’ onego oting’ e kinde ma itimoe mbaka mag loko chenro mar somo mar CBC.,template_generated,2026-07-11,General
3928,Education,General,Teachers recommend combining time management with regular attendance to address inadequate sanitation facilities.,Walimu wanapendekeza kuchanganya usimamizi wa muda na mahudhurio ya mara kwa mara kushughulikia vyoo visivyotosha.,Jopuonj chiwo paro ni mondo oriw rito thuolo kod bedo e chokruoge pile pile mondo ilos kuonde ma ok oromo mag ler.,template_generated,2026-07-11,General
3929,Education,General,Any student unrest affecting learners at Junior Secondary School should be raised during school feeding budgets discussions.,machafuko ya wanafunzi yoyote inayoathiri wanafunzi katika shule ya upili ya chini inapaswa kuibuliwa wakati wa majadiliano ya bajeti za chakula shuleni.,"Kapo ni ng’ato ang’ata ma nigi ywak ma mulo jopuonjre e skul mar sekondari, onego oting’ e kinde ma itimoe mbaka mag pesa mag chiemo mag skul.",template_generated,2026-07-11,General
3930,Education,General,Any case of lack of learning materials should be reported through the official school channel.,Kesi yoyote ya ukosefu wa vifaa vya kujifunzia inapaswa kuripotiwa kupitia njia rasmi ya shule.,"Kaso moro amora mar bedo maonge gi gik ma itiyogo e somo, owinjore ondiki kokalo kuom chanel mar skul ma owinjore.",template_generated,2026-07-11,General
3931,Education,General,Any bullying affecting learners at pre-primary school should be raised during teacher recruitment updates discussions.,unyanyasaji yoyote inayoathiri wanafunzi katika shule ya chekechea inapaswa kuibuliwa wakati wa majadiliano ya taarifa za uajiri wa walimu.,Gimoro amora ma kelo ng’anjo ma mulo jopuonjre e skul ma pok ochako somo onego oting’ e kinde ma itimo mbaka mag ng’ado bura mar jopuonj.,template_generated,2026-07-11,General
3932,Education,General,The free sanitary products programme now covers learners at Senior School facing financial hardship.,mpango wa taulo za bure sasa inahusisha wanafunzi katika shule ya upili ya juu wanaokabiliwa na ugumu wa kifedha.,Program mar gik ma itiyogo e rito ler ma onge chudo sani oriwo jopuonjre ma ni e Skul Maduong’ ma yudo pek mag pesa.,template_generated,2026-07-11,General
3933,Education,General,The digital learning devices programme application window is now open at your local sub-county office.,Dirisha la maombi ya mpango wa vifaa vya kujifunzia vya kidijitali sasa liko wazi katika ofisi ya sub-kaunti yako.,Dirisa mar keto kwayo mar program mar gige somo mag dijital sani oyabere e ofis matin mar kaunti mari.,template_generated,2026-07-11,General
3934,Education,General,The free sanitary products programme application window is now open at your local sub-county office.,Dirisha la maombi ya mpango wa taulo za bure sasa liko wazi katika ofisi ya sub-kaunti yako.,Dirisa mar oro kwayo mar program mar gik mitiyogo e rito ler ma onge chudo sani oyabere e ofis mar kaunti ma ni machiegni kodi.,template_generated,2026-07-11,General
3935,Education,General,Any unsafe classroom conditions affecting learners at boarding primary school should be raised during the new school calendar discussions.,hali isiyo salama ya darasa yoyote inayoathiri wanafunzi katika shule ya msingi ya bweni inapaswa kuibuliwa wakati wa majadiliano ya kalenda mpya ya shule.,"Gik moko duto ma ok ber ma nyalo timore e klas ma mulo jopuonjre e skul ma piny ma ji odak e iye, onego oketgi e kinde ma itimoe mbaka mag kalenda manyien mar skul.",template_generated,2026-07-11,General
3936,Education,General,Enroll your child in Senior School before the term begins.,Andikisha mtoto wako katika shule ya upili ya juu kabla ya muhula kuanza.,Inyalo ndiko nying nyathini e Skul Maduong’ kapok term ochako.,template_generated,2026-07-11,General
3937,Education,General,Parents are urged to enroll children in vocational training college without delay.,Wazazi wanahimizwa kuandikisha watoto katika chuo cha mafunzo ya ufundi bila kuchelewa.,Jonyuol okwayo mondo ondiki nyithindgi e kolej ma puonjo ji tich ma ok odhi nyime.,template_generated,2026-07-11,General
3938,Education,General,Report long distances to school at school to the head teacher immediately.,Ripoti umbali mrefu kwenda shuleni shuleni kwa mwalimu mkuu mara moja.,Ripot mar ng’ado thuolo mabor e skul e skul ne japuonj maduong’ mapiyo.,template_generated,2026-07-11,General
3939,Education,General,Encourage your child to practice daily reading to improve their learning.,Mhamasishe mtoto wako kufanya kusoma kila siku ili kuboresha ujifunzaji wake.,Jiw nyathini mondo otim puonjruok mar somo pile ka pile mondo omed somo maber.,template_generated,2026-07-11,General
3940,Education,General,"As part of improving boarding primary school, parents are asked to support time management at home.","Kama sehemu ya kuboresha shule ya msingi ya bweni, wazazi wanaombwa kusaidia usimamizi wa muda nyumbani.","Kaka achiel kuom yore mag bero skul ma piny ma ji odak e iye, ikwayo jonyuol mondo okonygi tiyo kod thuolo e ot.",template_generated,2026-07-11,General
3941,Education,General,Any case of unsafe classroom conditions should be reported through the official school channel.,Kesi yoyote ya hali isiyo salama ya darasa inapaswa kuripotiwa kupitia njia rasmi ya shule.,Kas moro amora mar gik ma ok ber e klas onego ondiki kokalo kuom chanel mar skul ma owinjore.,template_generated,2026-07-11,General
3942,Education,General,Any lack of learning materials affecting learners at pre-primary school should be raised during exam preparation discussions.,ukosefu wa vifaa vya kujifunzia yoyote inayoathiri wanafunzi katika shule ya chekechea inapaswa kuibuliwa wakati wa majadiliano ya maandalizi ya mtihani.,"Kapo ni onge gik ma itiyogo e somo ma mulo jopuonjre e skul ma pok ochako somo, onego oting’ e kinde ma itimo mbaka mag ikruok mar penj.",template_generated,2026-07-11,General
3943,Education,General,"As part of improving day secondary school, parents are asked to support time management at home.","Kama sehemu ya kuboresha shule ya upili ya kutwa, wazazi wanaombwa kusaidia usimamizi wa muda nyumbani.","Kaka achiel kuom yore mag bero skul mar sekondari mar odiechieng’, ikwayo jonyuol mondo okonygi tiyo kod thuolo e ot.",template_generated,2026-07-11,General
3944,Education,General,Schools countrywide are holding sessions this week on the new school calendar.,Shule nchini kote zinafanya vipindi wiki hii kuhusu kalenda mpya ya shule.,Suku mag piny mangima timo seche jumani ka e wi kalenda manyien mar skul.,template_generated,2026-07-11,General
3945,Education,General,The school infrastructure improvement fund now covers learners at vocational training college facing financial hardship.,mfuko wa uboreshaji wa miundombinu ya shule sasa inahusisha wanafunzi katika chuo cha mafunzo ya ufundi wanaokabiliwa na ugumu wa kifedha.,Fund mar bero gedo mag skul sani konyo jopuonjre ma ni e kolej mar puonjruok mar tich ma yudo pek mag pesa.,template_generated,2026-07-11,General
3946,Education,General,Teachers recommend combining active class participation with regular attendance to address teacher absenteeism.,Walimu wanapendekeza kuchanganya kushiriki kikamilifu darasani na mahudhurio ya mara kwa mara kushughulikia walimu kutohudhuria.,Jopuonj chiwo paro ni mondo oriw bedo gi ng'iyo e klas kod bedo e klas kinde ka kinde mondo ilos bedo maonge mar jopuonj.,template_generated,2026-07-11,General
3947,Education,General,"As part of improving special needs unit, parents are asked to support active class participation at home.","Kama sehemu ya kuboresha kitengo cha mahitaji maalum, wazazi wanaombwa kusaidia kushiriki kikamilifu darasani nyumbani.","Kaka achiel kuom yore mag bero unit mar dwaro makende, jonyuol ikwayo mondo ochung’ ne puonjruok ma ng’ato timo e klas e ot.",template_generated,2026-07-11,General
3948,Education,General,"As part of improving Early Childhood Development Education, parents are asked to support time management at home.","Kama sehemu ya kuboresha elimu ya awali, wazazi wanaombwa kusaidia usimamizi wa muda nyumbani.","Kaka achiel kuom yore mag bero Somo mar Nyithindo Matin, ikwayo jonyuol mondo ochung’ ne rito thuolo e ot.",template_generated,2026-07-11,General
3949,Education,General,The special needs education grant now covers learners at technical training institute facing financial hardship.,ruzuku ya elimu maalum sasa inahusisha wanafunzi katika chuo cha mafunzo ya kiufundi wanaokabiliwa na ugumu wa kifedha.,Osiep mar somo mar joma nigi dwaro makende sani mulo jopuonjre ma ni e skul mar puonjruok mar teknoloji ma yudo pek mag pesa.,template_generated,2026-07-11,General
3950,Education,General,Any student unrest affecting learners at day secondary school should be raised during teacher recruitment updates discussions.,machafuko ya wanafunzi yoyote inayoathiri wanafunzi katika shule ya upili ya kutwa inapaswa kuibuliwa wakati wa majadiliano ya taarifa za uajiri wa walimu.,"Kapo ni ng’ato ang’ata ma nigi ywak ma mulo jopuonjre e skul ma malo mar odiechieng’, onego oting’ e kinde ma itimoe mbaka mag ng’ado bura mar jopuonj.",template_generated,2026-07-11,General
3951,Education,General,Parents are urged to enroll children in pre-primary school without delay.,Wazazi wanahimizwa kuandikisha watoto katika shule ya chekechea bila kuchelewa.,Jonyuol okwayo mondo ondiki nyithindgi e skul ma pok ochako somo e skul ma ok odhi nyime.,template_generated,2026-07-11,General
3952,Education,General,Apply for the school feeding programme to help with your child's school fees.,Omba mpango wa chakula shuleni kusaidia ada ya shule ya mtoto wako.,Kwayo program mar chiwo chiemo e skul mondo okonyi chudo mag skul mag nyathini.,template_generated,2026-07-11,General
3953,Education,General,Any long distances to school affecting learners at Grade 6 should be raised during digital literacy programmes discussions.,umbali mrefu kwenda shuleni yoyote inayoathiri wanafunzi katika darasa la sita inapaswa kuibuliwa wakati wa majadiliano ya mipango ya ujuzi wa kidijitali.,Gimoro amora mabor ma dhi skul ma mulo jopuonjre ma ni e klas mar 6 onego oting’ e kinde ma itimo mbaka mag chenro mag somo kod ndiko mag dijital.,template_generated,2026-07-11,General
3954,Education,General,The school infrastructure improvement fund now covers learners at boarding primary school facing financial hardship.,mfuko wa uboreshaji wa miundombinu ya shule sasa inahusisha wanafunzi katika shule ya msingi ya bweni wanaokabiliwa na ugumu wa kifedha.,Fund mar bero gedo mag skul sani rito jopuonjre ma ni e skul ma piny ma nigi pek mag pesa.,template_generated,2026-07-11,General
3955,Education,General,Teachers recommend combining daily reading with regular attendance to address lack of learning materials.,Walimu wanapendekeza kuchanganya kusoma kila siku na mahudhurio ya mara kwa mara kushughulikia ukosefu wa vifaa vya kujifunzia.,Jopuonj golo paro ni mondo oriw somo ma pile ka pile kod bedo e chokruoge pile mondo ilos bedo maonge gi gige somo.,template_generated,2026-07-11,General
3956,Education,General,The county bursary fund now covers learners at boarding primary school facing financial hardship.,mfuko wa bursary wa kaunti sasa inahusisha wanafunzi katika shule ya msingi ya bweni wanaokabiliwa na ugumu wa kifedha.,Fund mar bursary mar kaunti sani konyo jopuonjre ma ni e skul ma piny ma nigi pek mag pesa.,template_generated,2026-07-11,General
3957,Education,General,Enroll your child in technical training institute before the term begins.,Andikisha mtoto wako katika chuo cha mafunzo ya kiufundi kabla ya muhula kuanza.,Ndik nying nyathini e skul mar puonjruok mar lony kapok term ochako.,template_generated,2026-07-11,General
3958,Education,General,"As part of improving Senior School, parents are asked to support time management at home.","Kama sehemu ya kuboresha shule ya upili ya juu, wazazi wanaombwa kusaidia usimamizi wa muda nyumbani.","Kaka achiel kuom yore mag bero Skul Maduong’, ikwayo jonyuol mondo ochung’ ne rito thuolo e ot.",template_generated,2026-07-11,General
3959,Education,General,"As part of improving pre-primary school, parents are asked to support asking questions in class at home.","Kama sehemu ya kuboresha shule ya chekechea, wazazi wanaombwa kusaidia kuuliza maswali darasani nyumbani.","Kaka achiel kuom yore mag bero skul ma pok ochako somo, ikwayo jonyuol mondo ochung’ ne penjo penjo e klas e ot.",template_generated,2026-07-11,General
3960,Education,General,The school infrastructure improvement fund now covers learners at day secondary school facing financial hardship.,mfuko wa uboreshaji wa miundombinu ya shule sasa inahusisha wanafunzi katika shule ya upili ya kutwa wanaokabiliwa na ugumu wa kifedha.,Fund mar bero gedo mag skul sani ochung’ ne jopuonjre ma ni e skul ma malo ma yudo pek mag pesa.,template_generated,2026-07-11,General
3961,Education,General,The digital learning devices programme now covers learners at Junior Secondary School facing financial hardship.,mpango wa vifaa vya kujifunzia vya kidijitali sasa inahusisha wanafunzi katika shule ya upili ya chini wanaokabiliwa na ugumu wa kifedha.,Program mar gige somo mag dijital sani oriwo jopuonjre ma ni e skul mar sekondari ma yudo pek mag pesa.,template_generated,2026-07-11,General
3962,Education,General,Teachers recommend combining peer study groups with regular attendance to address lack of learning materials.,Walimu wanapendekeza kuchanganya vikundi vya wenzao vya kusoma na mahudhurio ya mara kwa mara kushughulikia ukosefu wa vifaa vya kujifunzia.,Jopuonj chiwo paro ni mondo oriw grup mag somo mag jowetegi gi bedoe pile pile mondo ilos bedo maonge gi gige somo.,template_generated,2026-07-11,General
3963,Education,General,Apply for the free sanitary products programme to help with your child's school fees.,Omba mpango wa taulo za bure kusaidia ada ya shule ya mtoto wako.,Kwayo program mar gik ma itiyogo e rito ler ma onge chudo mondo okonyi chulo skul mar nyathini.,template_generated,2026-07-11,General
3964,Education,General,Any unsafe classroom conditions affecting learners at Early Childhood Development Education should be raised during the new school calendar discussions.,hali isiyo salama ya darasa yoyote inayoathiri wanafunzi katika elimu ya awali inapaswa kuibuliwa wakati wa majadiliano ya kalenda mpya ya shule.,Gik moko duto ma ok ber ma nyalo timore e klas ma mulo jopuonjre e somo mar dongruok mar nyithindo matindo onego oting’ e kinde ma itimoe mbaka mag kalenda manyien mar skul.,template_generated,2026-07-11,General
3965,Education,General,The textbook subsidy programme now covers learners at day secondary school facing financial hardship.,mpango wa ruzuku ya vitabu sasa inahusisha wanafunzi katika shule ya upili ya kutwa wanaokabiliwa na ugumu wa kifedha.,Program mar konyo buge mag somo sani oriwo jopuonjre ma ni e skul ma malo ma yudo pek mag pesa.,template_generated,2026-07-11,General
3966,Education,General,Teachers recommend combining asking questions in class with regular attendance to address overcrowded classrooms.,Walimu wanapendekeza kuchanganya kuuliza maswali darasani na mahudhurio ya mara kwa mara kushughulikia madarasa yenye msongamano.,Jopuonj golo paro ni mondo oriw penjo e klas kod bedo pile pile mondo ilos klas ma opong' ahinya gi ji.,template_generated,2026-07-11,General
3967,Education,General,Any student unrest affecting learners at Early Childhood Development Education should be raised during school feeding budgets discussions.,machafuko ya wanafunzi yoyote inayoathiri wanafunzi katika elimu ya awali inapaswa kuibuliwa wakati wa majadiliano ya bajeti za chakula shuleni.,Gimoro amora ma nyalo ketho ywak mar jopuonjre ma mulo jopuonjre e somo mar dongruok mar nyithindo matindo onego oting’ e kinde ma itimoe mbaka mag pesa mag chiemo mag skul.,template_generated,2026-07-11,General
