PSA_Id,Domain,English,Kiswahili,Dholuo,Kiswahili_accurate,Dholuo_accurate,Reviewer_comments,Corrected_Dholuo,Corrected_Kiswahili
4253,Health,Outbreaks of pneumonia are prevented through boiling drinking water and timely maternal health checkups.,Milipuko ya nimonia huzuiwa kupitia kuchemsha maji ya kunywa na uchunguzi wa afya ya uzazi kwa wakati.,Ogeng'o tuoche mag ng'ut ng'ato kokalo kuom pi ma ng'ato madho ma ng'we ng'ar kod timo nonro mag ngima mar min e kinde mowinjore.,Yes,Yes,,,
3971,Education,Any long distances to school affecting learners at pre-primary school should be raised during digital literacy programmes discussions.,umbali mrefu kwenda shuleni yoyote inayoathiri wanafunzi katika shule ya chekechea inapaswa kuibuliwa wakati wa majadiliano ya mipango ya ujuzi wa kidijitali.,Gimoro amora mabor ma dhi e skul ma mulo jopuonjre e skul ma pok ochako somo onego oting' e kinde ma itimo mbaka mag chenro mag somo kod ndiko mag dijital.,Yes,Yes,,,
4413,Security & Safety,Stay informed on disease outbreak alerts and follow public transport safety rules to keep your family safe.,Endelea kufahamishwa kuhusu tahadhari za milipuko ya magonjwa na ufuate kanuni za usalama wa usafiri wa umma kuweka familia yako salama.,Bed gi ng'eyo matut kuom tuoche manyalo landore kendo luwo chike mag arita mag gari mar ji duto mondo orit joodu maber.,Yes,Yes,,,
3909,Education,Teachers recommend combining asking questions in class with regular attendance to address student unrest.,Walimu wanapendekeza kuchanganya kuuliza maswali darasani na mahudhurio ya mara kwa mara kushughulikia machafuko ya wanafunzi.,Jopuonj ogolo paro ni mondo oriw penjo e klas kod bedo e klas kinde ka kinde mondo ilos ywak mar nyithind skul.,Yes,Yes,,,
1560,Agriculture,The pilot projects of the Mitigation of Climate Change in Agriculture (MICCA) Programme of FAO in Kenya and the United Republic of Tanzania have integrated ...,Miradi ya majaribio ya Mpango wa Kupunguza Mabadiliko ya Tabianchi katika Kilimo (MICCA) wa FAO nchini Kenya na Jamhuri ya Muungano wa Tanzania imeunganisha ...,Riwruok mar FAO e piny Kenya kod riwruok mar piny Tanzania mar Amerka ma loso lokruok e kit yamo e weche mag pur (MICCA) oseriwore...,Yes,Yes,,,
748,Education,Vaccinate students against measles 2020.,Wachanje wanafunzi dhidi ya surua 2020.,Miyo jopuonjre chanjo mar midusi mar higa 2020.,Yes,Yes,,,
3816,Education,The orphan and vulnerable children fund now covers learners at technical training institute facing financial hardship.,mfuko wa watoto yatima na walio hatarini sasa inahusisha wanafunzi katika chuo cha mafunzo ya kiufundi wanaokabiliwa na ugumu wa kifedha.,Fund mar nyithindo ma onge jonyuol kod ma nigi pek sani konyo jopuonjre ma ni e skul mar puonjruok mar teknoloji ma yudo pek mag pesa.,Yes,Yes,,,
4546,Security & Safety,"During severe weather events, always keep emergency contacts on hand in case of flooding.","Wakati wa matukio makali ya hali ya hewa, weka nambari za dharura karibu endapo kutakuwa na mafuriko.","E kinde ma piny bedo matek ahinya, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka pi opong'o piny.",Yes,Yes,,,
3720,Agriculture,Protect your rice from coffee berry disease by applying recommended pesticide.,Linda mchele yako dhidi ya ugonjwa wa chungu wa kahawa kwa kutumia dawa inayopendekezwa.,Rik mzabibu mari mondo kik oyud tuoche mag berry mag kahawa kuom tiyo kod yath ma ng'ato nyalo tiyogo mar nego yien.,Yes,No,Crop-term error: rice mistranslated as mzabibu (grapevine).,Rit mchele mari mondo kik oyud tuoche mag berry mag kahawa kuom tiyo kod yath ma ng'ato nyalo tiyogo mar nego yien.,
964,Health,"Families are encouraged to identify emergency transport options in advance, in case labor begins unexpectedly. Delays in reaching the hospital can lead to complications.","Familia zinahimizwa kutambua njia za usafiri wa dharura mapema, iwapo uchungu wa kujifungua utaanza bila kutarajia. Kuchelewa kufika hospitalini kunaweza kusababisha matatizo.","Ijiwo joot mondo ong'e motelo yore ma ginyalo tiyogo e kinde ma masira moro oyudogi, kapo ni masira ma kamano otimore apoya. Deko me donyo i ot yat twero kelo peko mapol.",Yes,Yes,,,
1688,Security & Safety,Strategic communication campaigns promote non-violent norms and responsible media coverage of gender-based violence.,Kampeni za mawasiliano ya kimkakati zinakuza kanuni zisizo za vurugu na uandishi wa habari unaowajibika kuhusu vurugu zinazotokana na jinsia kwenye vyombo vya habari.,Chenro mag tieko ywarruok e kind mon gi chuo onego osir mbaka e wi wechegi,Yes,Yes,,,
3555,Agriculture,Combine using certified seeds with proper spacing to boost your sunflower yield.,Changanya kutumia mbegu zilizothibitishwa na nafasi sahihi ili kuongeza mavuno ya alizeti.,Kod ka itiyo gi kodhi ma nigi oboke ma nyiso ni nitie thuolo mowinjore mondo omed cham mar maua mar chieng'.,Yes,Yes,,,
1148,Health,Announcement that pre‑service nursing curriculum now includes nutrition and wellness modules for community care.,Tangazo kwamba mtaala wa uuguzi wa kabla ya huduma sasa unajumuisha moduli za lishe na ustawi kwa ajili ya utunzaji wa jamii.,Ng'eyo ni program mar tiegruok e weche thieth sani oriwo weche mag chiemo kod ngima maber mar joma odak e alwora.,Yes,Yes,,,
3516,Agriculture,Protect your tomatoes from maize streak virus by using certified seeds.,Linda nyanya yako dhidi ya virusi vya mistari ya mahindi kwa kutumia mbegu zilizothibitishwa.,Rik nyanya mari kuom midhusi mar ng'injo mar ngano kuom tiyo kod kodhi ma nigi oboke mar ng'eyo.,Yes,No,"""maize"" (in ""maize streak virus"") mistranslated as ngano (wheat).",Rit nyanya mari kuom midhusi mar ng'injo mar mahindi kuom tiyo kod kodhi ma nigi oboke.,
640,Education,Study from home! Access online education platforms for rural students.,Jifunze kutoka nyumbani! Pata majukwaa ya elimu mtandaoni kwa wanafunzi wa vijijini.,Puonjri Muma ka in pacho! Yud thuolo mar somo e intanet ne jopuonjre ma odak e gwenge.,Yes,Yes,,,
3435,Agriculture,Combine improving drainage with proper spacing to boost your kale yield.,Changanya kuboresha mifereji ya maji na nafasi sahihi ili kuongeza mavuno ya sukuma wiki.,Kod loso maber yore mag pi kod keto thuolo mowinjore mondo omed cham mari mar kale.,Yes,Yes,,,
4227,Health,Outbreaks of pneumonia are prevented through using treated mosquito nets and timely dental checkups.,Milipuko ya nimonia huzuiwa kupitia kutumia vyandarua vilivyotibiwa na uchunguzi wa meno kwa wakati.,Ogeng'o tuoche mag ng'ut ng'ato kokalo kuom tiyo kod gik ma oting'o ng'injo ma osethiedh kendo timo nonro mag lak e kinde mowinjore.,Yes,Yes,,,
4515,Security & Safety,Anyone who witnesses vandalism of public property during search and rescue operations should alert authorities immediately.,Yeyote anayeshuhudia uharibifu wa mali ya umma wakati wa operesheni za utafutaji na uokoaji anapaswa kuarifu mamlaka mara moja.,"Ng'at ang'ata ma neno ka ng'ato oketho mwandu mag piny e kinde ma gidhi manyo kendo reso ji, onego onyis jotelo mapiyo.",Yes,Yes,,,
1814,Security & Safety,"""DCI is investigating a fake 'youth startup grant' program circulating on TikTok and Instagram. There is no such initiative funded by the Government of Kenya.""","""DCI inachunguza mpango bandia wa 'ruzuku ya vijana wanaoanza' unaosambazwa kwenye TikTok na Instagram. Hakuna mpango kama huo unaofadhiliwa na Serikali ya Kenya.""","""DCI nono chenro mar miriambo ma yudore e TikTok kod Instagram. onge chenro ma kamano ma sirkal mar Kenya nigo mar chiwo pesa"".",Yes,Yes,,,
5121,Governance,Join public participation forums this month to learn how to access tax compliance certificates and report nepotism in hiring.,Jiunge na mabaraza ya ushiriki wa umma mwezi huu kujifunza jinsi ya kupata vyeti vya ufuasi wa kodi na kuripoti upendeleo katika uajiri.,Idonji e chokruoge mag ji duto dwe ni mondo ing'e kaka inyalo yud oboke mag luwo osuru kendo igolo ripot mar ng'anjo e kepo.,Yes,Yes,,,
4991,Governance,Officials encourage citizens to combine youth empowerment forums participation with awareness of the devolution process.,Maafisa wanahimiza wananchi kuchanganya ushiriki katika mabaraza ya uwezeshaji wa vijana na uelewa wa mchakato wa ugatuzi.,Jotelo jiwo jodak mondo oket kanyachiel bedo e forum mag miyo joma tindo teko kod ng'eyo kaka inyalo keto teko e piny.,Yes,Yes,,,
4420,Security & Safety,"During displacement crises, always keep emergency contacts on hand in case of building collapse risk.","Wakati wa migogoro ya kuhamishwa, weka nambari za dharura karibu endapo kutakuwa na hatari ya kuporomoka kwa jengo.","E kinde mag masira mag weyo udi, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka ot nyalo kethore.",Yes,Yes,,,
4435,Security & Safety,Emergency responders are on standby to assist during displacement crises.,Wahudumu wa dharura wako tayari kusaidia wakati wa migogoro ya kuhamishwa.,Jogo ma konyo e kinde mag masira gin gi gombo mar konyo e kinde mag masira mag jodak.,Yes,Yes,,,
1092,Health,"A mother's diet during pregnancy influences her child's long-term health. Eat diverse, nutritious foods.",Lishe ya mama wakati wa ujauzito huathiri afya ya muda mrefu ya mtoto wake. Kula vyakula mbalimbali na vyenye lishe.,"Chiemo ma miyo chamo e kinde ma en gi ich, nyalo miyo nyathine obed gi ngima maber e kinde mabiro. Chiemuru chiemo moting'o gik mopogore opogore kendo mabeyo.",Yes,Yes,,,
2744,Governance,Reprieve in Tiaty: Tiaty gets office for registration of births and deaths Office to save residents over 230 km of travel PS Bitok urges residents to make use of office,Ahueni Tiaty: Tiaty yapata ofisi kwa ajili ya usajili wa vizazi na vifo Ofisi ya kuwaokoa wakazi zaidi ya kilomita 230 za usafiri Katibu Mkuu Bitok awahimiza wakazi kutumia ofisi,Konyruok e Tiaty: Tiaty yudo ofis mar ndiko nyuol kod ofis mar ndiko thoe mondo ores joma odak kuom kilomita mia ariyo kod piero adek mag wuoth mar Jagoro Bitok jiwo jodak mondooti kod apisno.,Yes,Yes,,,
2591,Governance,From: Cabinet Office Updated: 6 November 2025 Public Switched Telephone Network charter The Public Switched Telephone Network charter sets out a voluntary agreement between the government and communication providers to protect vulnerable people when they are moved onto digital services.,Kutoka: Ofisi ya Baraza la Mawaziri Imesasishwa: 6 Novemba 2025 Mkataba wa Mtandao wa Simu Uliobadilishwa na Umma Mkataba wa Mtandao wa Simu Uliobadilishwa na Umma unatoa makubaliano ya hiari kati ya serikali na watoa huduma za mawasiliano ili kuwalinda watu walio katika mazingira magumu wanapohamishiwa kwenye huduma za kidijitali.,"kowuok e apis tend migao okete : Tarikauchiel dwe mar apr kod achiel higa mar alufu ariyo piero ariyo kod abich , Intanet mar jii Duto Intanet mar jii Duto keto winjruok mamuol e kind sirkla kod jochiw weche e yamo mondo orit jopiny mok nyal ka orakgi e chenro mag mbui.",Yes,Yes,,,
3006,Governance,"Revocation of the Notice of Contributions and Spending Limits for Political Parties and Candidates for Purposes of the General Election Scheduled to be held on 9th August, 2022","Kutenguliwa kwa Notisi ya Michango na Ukomo wa Matumizi kwa Vyama vya Siasa na Wagombea kwa Madhumuni ya Uchaguzi Mkuu uliopangwa kufanyika tarehe 9 Agosti, 2022.",Oweyo lendo mar pesa ma ibiro chiw kod giko mar pesa ma ibiro tiyogo ne duonde mag siasa kod jogo ma dhi bedo jotelo mondo otim yiero maduong' ma ibiro tim tarik 9 dwe mar aboro higa mar 2022,Yes,Yes,,,
3199,Health,"From 1 January though 29 November 2017, a total of 3967 laboratory-confirmed and probable cases including 76 deaths (case fatality rate = 1.9%) were reported by the Ministry of Health to WHO.","Kuanzia tarehe 1 Januari hadi 29 Novemba 2017, jumla ya kesi 3967 zilizothibitishwa kimaabara na zinazowezekana ikiwa ni pamoja na vifo 76 (kiwango cha vifo = 1.9%) ziliripotiwa na Wizara ya Afya kwa WHO.","Chakre tarik 1 dwe mar achiel nyaka tarik 29 dwe mar apar gi achiel higa mar 2017, kwan mar jogo ma ne oyudo tuwo 3967 kendo ma nyalo bedo ni oyudo tuwo ma oting'o tho 76 (kwan mar jogo ma ne otho = 1.9%) ne ondiki gi Ofis mar Thieth ne WHO.",Yes,Yes,,,
1669,Security & Safety,Intimate partner violence often escalates gradually. Early recognition and training for frontline professionals support prevention and safe referrals.,Vurugu za wapenzi wa karibu mara nyingi huongezeka polepole. Utambuzi wa mapema na mafunzo kwa wataalamu wa mstari wa mbele husaidia kuzuia na rufaa salama.,Kinde mang'eny dhap dhako gi dichuo modak kanyakla medo bedo marach mosmos. Omiyo chop lendo mag dhao e migepe mohangi ne jopiny,Yes,Yes,,,
5051,Governance,Residents attending youth empowerment forums can also learn how to access marriage certificate registration on the spot.,Wakazi wanaohudhuria mabaraza ya uwezeshaji wa vijana wanaweza pia kujifunza jinsi ya kupata usajili wa cheti cha ndoa papo hapo.,Jodak ma dhi e chokruoge mag miyo joma tindo teko bende nyalo ng'eyo kaka ginyalo yudo oboke mar ndiko nying' e kanyo.,Yes,Yes,,,
2279,Security & Safety,EU and Kenya expand engagement to operationalize the NSCVE.,EU na Kenya zapanua ushirikiano ili kuendesha NSCVE.,EU kod Kenya medo tiyo gi chenro mar tiyo gi chenro mar NSCVE.,Yes,Yes,,,
1676,Security & Safety,"Healthcare workers require specialized training in trauma-informed care, evidence collection, mandatory reporting, and coordinated referrals for survivors.","Wafanyakazi wa afya wanahitaji mafunzo maalum katika utunzaji unaozingatia majeraha, ukusanyaji wa ushahidi, kuripoti kwa lazima, na rufaa zilizoratibiwa kwa waathirika.","Joma tiyo e weche thieth dwaro tiegruok makende e weche mag rito joma oyudo masira, choko gik manyiso ni githo, chiwo ripot e yo ma ratiro, kod chiwo paro e yo mochanore ne joma otony.",Yes,Yes,,,
1143,Health,Launch of the MaziwaPlus initiative in Nyeri County to reduce mastitis incidence and curb antibiotic overuse in dairy cattle.,Uzinduzi wa mpango wa MaziwaPlus katika Kaunti ya Nyeri ili kupunguza matukio ya ugonjwa wa mastitis na kupunguza matumizi ya dawa za kuua vijidudu kupita kiasi kwa ng'ombe wa maziwa.,Chakruok mar chenro mar MaziwaPlus e kaunti mar Nyeri mar duoko piny tuo mar mastitis kod geng'o tiyo gi antibayotik mokalo tong' e dhok mag chak.,Yes,Yes,,,
1025,Health,Always use boiled or treated water when preparing infant food to prevent diarrhea.,Tumia maji yaliyochemshwa au yaliyotibiwa kila wakati unapoandaa chakula cha watoto wachanga ili kuzuia kuhara.,"Kinde duto, ti gi pi moketie chumbi kata pi motimgo yath sama iloso chiemo ne nyithindo matindo mondo ogeng'o tuwo mar nyolruok.",Yes,Yes,,,
5128,Governance,Residents attending local development planning sessions can also learn how to access land title services on the spot.,Wakazi wanaohudhuria vikao vya upangaji wa maendeleo ya eneo wanaweza pia kujifunza jinsi ya kupata huduma za hati za ardhi papo hapo.,Jodak ma dhi e chokruoge mag keto chenro mag dongruok e alwora bende nyalo ng'eyo kaka ginyalo yudo kony mar yudo oboke mar piny e kanyo.,Yes,Yes,,,
2543,Governance,"He urged residents to continue registering under the scheme to access free healthcare services, and to enable the government plan better for better health provision.","Aliwasihi wakazi kuendelea kujiandikisha chini ya mpango huo ili kupata huduma za afya bila malipo, na kuwezesha mpango wa serikali kuwa bora zaidi kwa ajili ya utoaji bora wa afya.","Nojiwo jodak mondo odhi nyime timo chenro mar yudo thieth maonge chudo, kendo mano ne dhi miyo sirkal obed gi chenro maber mar yudo thieth.",Yes,Yes,,,
335,Education,"Here is President William Ruto's full speech during the Jamhuri Day Celebrations on Monday, December 12, 2022. We come together on this 59th Jamhuri Day to celebrate our freedom. It is the first natio...","Hapa kuna hotuba kamili ya Rais William Ruto wakati wa Sherehe za Siku ya Jamhuri Jumatatu, Desemba 12, 2022. Tunakusanyika pamoja katika Siku hii ya 59 ya Jamhuri kusherehekea uhuru wetu. Ni taifa la kwanza...","Magi e weche duto ma Ker William Ruto ne owacho e kinde nyasi mar Jamhuri Day ma ne otim Tich Ariyo, Desemba 12, 2022. Wachokore kanyachiel e odiechieng'ni mar 59 mar Jamhuri mondo wapar thuolo ma wan-go. En e piny mokwongo...",Yes,Yes,,,
1426,Agriculture,Innovation drives progress. Discover new developments in agribusiness that can benefit small-scale farmers.,Ubunifu huchochea maendeleo. Gundua maendeleo mapya katika biashara ya kilimo ambayo yanaweza kuwanufaisha wakulima wadogo.,Mumbni jiwo dongruok.Yudo dongruok manyien e tij pur manyalo konyo jopur matindo.,Yes,Yes,,,
4940,Governance,Understanding the devolution process helps citizens engage more effectively with local government.,Kuelewa mchakato wa ugatuzi husaidia wananchi kushirikiana vyema na serikali ya eneo lao.,Ng'eyo kaka inyalo keto teko ne ji okonyo jodak mondo otim tudruok maber gi sirkal ma kamago.,Yes,Yes,,,
4675,Security & Safety,"During flooding emergencies, always keep emergency contacts on hand in case of disease outbreaks.","Wakati wa dharura za mafuriko, weka nambari za dharura karibu endapo kutakuwa na milipuko ya magonjwa.","E kinde mag masira mag pi ma pong'o piny, kinde duto bed gi jogo ma nyalo konyi e lweti mondo kik tuoche ochop.",Yes,Yes,,,
2945,Governance,"Polling Stations for the 26th February, 2026 By-Elections for Member of National Assembly for Isiolo South Constituency and Member of County Assembly for Muminji Ward and Evurore Ward, Mbeere North Constituency, Embu County and West Kabras Ward, Malava Constituency, Kakamega County","Vituo vya Kupigia Kura kwa Uchaguzi Mdogo wa Februari 26, 2026 kwa Mbunge wa Isiolo Kusini na Mbunge wa Wadi ya Muminji na Wadi ya Evurore, Eneo bunge la Mbeere Kaskazini, Kaunti ya Embu na Wadi ya Kabras Magharibi, Eneo Bunge la Malava, Kaunti ya Kakamega.","2026, 2026, yiero ma ng'ato nyalo timo mar bedo jatend bura mar piny owacho mar Isiolo ma milambo kod jatend bura mar piny owacho mar gwenge mar Muminji kod gwenge mar Evurore, gwenge mag Mbeere ma nyandwat, gwenge mag Embu kod gwenge mag Kabras ma milambo, gwenge mag Malava, gwenge mag Kakamega",Yes,Yes,,,
1014,Health,Some traditional herbs can be harmful during pregnancy. Always consult a qualified health worker before use.,Baadhi ya mimea ya kitamaduni inaweza kuwa na madhara wakati wa ujauzito. Daima wasiliana na mtaalamu wa afya aliyehitimu kabla ya kutumia.,"Nitie yedhe moko ma ji tiyogo ahinya e thieth to ginyalo hinyo ng'ato ka en gi ich. Kinde duto, penj laktar molony kapok itiyo kode.",Yes,Yes,,,
3092,Governance,Status Updates on Election Preparednesss June 9th - IEBC Chairman Statement,Taarifa za Hali Kuhusu Matayarisho ya Uchaguzi Juni 9 - Taarifa ya Mwenyekiti wa IEBC,Oboke mag ikruok mar yiero tarik 9 dwe mar auchiel - Wach mar Jatend IEBC,Yes,Yes,,,
654,Education,Support learning! Provide meals in drought-affected schools.,Saidia kujifunza! Toa milo katika shule zilizoathiriwa na ukame.,Konyuru jopuonjre! Chiw chiemo e skunde ma nokethore nikech oro.,Yes,Yes,,,
3520,Agriculture,Combine rotating crops with proper spacing to boost your onions yield.,Changanya kubadilisha mazao na nafasi sahihi ili kuongeza mavuno ya vitunguu.,Riw cham ma ilokore gi thuolo mowinjore mondo omed cham mar otungu mari.,Yes,Yes,,,
1661,Security & Safety,Older adults need tailored evacuation plans. Identify caregivers and accessible shelters in advance.,Wazee wanahitaji mipango maalum ya uokoaji. Tambua walezi na makazi yanayoweza kufikiwa mapema.,"Joma hikgi ng'eny onego otim chenro mar wuok e utegi, kendo onego ging'e joma rito nyithindgi kod kuonde dak ma ginyalo dhiye chon.",Yes,Yes,,,
1499,Agriculture,Public advisory on use of certified seeds to boost national food production.,Ushauri wa umma kuhusu matumizi ya mbegu zilizoidhinishwa ili kuongeza uzalishaji wa chakula kitaifa.,Oganda duto ong'eyo ni kodhi ma ne osepwodhi ne dhi medore e pinygi.,Yes,Yes,,,
2176,Security & Safety,"Missing Voices documented a sharp rise in enforced disappearances and killings linked to protests, urging justice for families of missing victims.","Missing Voices ilirekodi ongezeko kubwa la kutoweka kwa watu na mauaji yaliyohusishwa na maandamano, ikihimiza haki kwa familia za waathiriwa waliopotea.",Missing Voices ne onyiso ni kwan mar joma ne onegi gi thuologi duto kod joma ne onegi ne medore ahinya nikech ne gineno ni onge gima ne dhi timore ne joodgi ma ne olal.,Yes,Yes,,,
4567,Security & Safety,Report any a road accident to the nearest police station immediately.,Ripoti ajali ya barabarani yoyote kwa kituo cha polisi cha karibu mara moja.,"Ka ng'ato otimo masira moro amora e yo, ng'adne polisi man machiegni mapiyo.",Yes,Yes,,,
3418,Agriculture,Farmers growing cassava are advised to watch out for coffee berry disease this season.,Wakulima wanaolima muhogo washauriwa kuchunga ugonjwa wa chungu wa kahawa msimu huu.,Jopur mapidho mzabibu ipuonjogi mondo gibed gi ritruok kuom tuo mar berry mag kahawa e kindeni.,Yes,No,Crop-term error: cassava mistranslated as mzabibu (grapevine).,Jopur mapidho muhogo ipuonjogi mondo gibed gi ritruok kuom tuo mar berry mag kahawa e kindeni.,
1838,Security & Safety,The Ministry of Transport has received reports of fake NTSA agents collecting bribes along major highways. Report any suspicious activity via 999 or NTSA portal,Wizara ya Uchukuzi imepokea ripoti za maajenti bandia wa NTSA wakikusanya rushwa kwenye barabara kuu. Ripoti shughuli yoyote ya kutiliwa shaka kupitia 999 au lango la NTSA,Tij Lando osemiyo ofis mar weche mag wuoth ofwenyo ni joma ok kare ma tiyo gi NTSA ne kawo asoya e nderni madongo.,Yes,Yes,,,
3456,Agriculture,Vaccinate your poultry against Newcastle disease before the rainy season.,Chanja kuku yako dhidi ya ugonjwa wa mdondo kabla ya msimu wa mvua.,Chiw ne winyo mari chanjo mar tuo mar Newcastle kapok kinde koth ochopo.,Yes,Yes,,,
2798,Governance,Good morning. We process number plates within 7 working days. Never deal with brokers. Report cases of corruption to @EACCKenya,Habari za asubuhi. Tunashughulikia nambari za usajili ndani ya siku 7 za kazi. Kamwe usishughulikie madalali. Ripoti visa vya ufisadi kwa @EACCKenya,Okinyi maber . Watiyo gi ndalo abiriyo mag tich e loso plede. Kik iti kod broka. Chiw Ripot mar mibadhi ne @EACCKenya.,Yes,Yes,,,
3528,Agriculture,Combine using certified seeds with proper spacing to boost your sorghum yield.,Changanya kutumia mbegu zilizothibitishwa na nafasi sahihi ili kuongeza mavuno ya mtama.,Kod tiyo kod kodhi ma nigi oboke ma nyiso ni nitie thuolo mowinjore mondo omed cham mari mar ngano.,Yes,No,Crop-term error: sorghum mistranslated as ngano (wheat).,Kod tiyo kod kodhi ma nigi oboke ma nyiso ni nitie thuolo mowinjore mondo omed cham mari mar bel.,
4813,Governance,Participate in town hall meetings to have your voice heard in local decisions.,Shiriki katika mikutano ya hadhara ili sauti yako isikike katika maamuzi ya eneo lako.,Inyalo bedo e chokruoge mag od lamo mondo dwondi owinjre e yiero ma itimo e alwora.,Yes,Yes,,,
2111,Security & Safety,"A public forum in Kakamega enabled citizens to report misconduct directly to officials, strengthening community oversight.","Jukwaa la umma huko Kakamega liliwawezesha raia kuripoti utovu wa nidhamu moja kwa moja kwa maafisa, na hivyo kuimarisha usimamizi wa jamii.","Chokruok moro mar ji duto ma ne otim Kakamega ne omiyo raia thuolo mar nyiso jotelo wach timbe maricho ma ne gitimo, kendo mano nomiyo ji omedo bedo gi paro maler",Yes,Yes,,,
1118,Health,Government annmounncing a National Nutrition Symposium to share strategies on universal health care (UHC) and community nutrition.,Serikali yatangaza Kongamano la Kitaifa la Lishe ili kushiriki mikakati kuhusu huduma ya afya kwa wote (UHC) na lishe ya jamii.,Sirkal lando National Nutrition Symposium mar chiwo paro e wi yore mag thieth ne ji duto (UHC) kod chiemo ne oganda.,Yes,Yes,,,
452,Education,No fees for public primary – report any demand to 0800721490 immediately!,Hakuna ada kwa ajili ya shule za msingi za umma toa taarifa kuhusu ombi lolote kwa 0800721490 mara moja!,"Onge chudo moro amora ne sirkal mar Primary. Ka ng'ato dwaro kony, goch ne 0800721490 mapiyo!",Yes,Yes,,,
3109,Health,The role of journalism in advancing Kenya's response to [...],Jukumu la uandishi wa habari katika kuendeleza mwitikio wa Kenya kwa [...],Tich mar jondiko e dhi nyime gi dwoko ma piny Kenya chiwo ne [...],Yes,Yes,,,
2246,Security & Safety,The Anti Terrorism Police Unit conducts preparedness training and urges ongoing vigilance.,Kitengo cha Polisi cha Kupambana na Ugaidi kinatoa mafunzo ya maandalizi na kinahimiza uangalizi unaoendelea.,Polise ma kedo gi timbe mahundu timo tiegruok mar bedo moikore kendo ojiwo ni gibed motang'.,Yes,Yes,,,
3730,Agriculture,Combine improving drainage with proper spacing to boost your cotton yield.,Changanya kuboresha mifereji ya maji na nafasi sahihi ili kuongeza mavuno ya pamba.,Riw bero yore mag golo pi kod keto thuolo mowinjore mondo omed nyal mari mar pamba.,Yes,Yes,,,
2917,Health,COVID-19 Outbreak in Kenya Daily Report SITREP- 22-April-2021,Mlipuko wa COVID-19 nchini Kenya Ripoti ya Kila Siku SITREP- 22-Aprili-2021,Tuwo mar COVID-19 e piny Kenya Ripot ma pile ka pile mar SITREP- 22-Ang'wen-2021,Yes,Yes,,,
5120,Governance,Citizens who understand your constitutional rights are better placed to report misuse of public funds when it occurs.,Wananchi wanaoelewa haki zako za kikatiba wako katika nafasi nzuri zaidi ya kuripoti matumizi mabaya ya fedha za umma inapotokea.,"Jodak ma winjo tiend ratiro mari ma chik piny owacho ogolo, gin e thuolo maber mar lando wach mar tiyo marach gi pesa mag piny ka otimore.",Yes,Yes,,,
2765,Governance,MALINDI COHESION CALLS Residents urged to be wary of politicians sowing seeds of discord Local leaders want action taken against politicians propagating hate,WITO WA UMOJA WA MALINDI WAWAKILISHA Wakazi kuwa waangalifu na wanasiasa wanaopanda mbegu za kutoelewana Viongozi wa eneo hilo wanataka hatua zichukuliwe dhidi ya wanasiasa wanaoeneza chuki,"Riwruok mar Malindi jiwo ji mondo otang ' gi josiasa ma chwoyo kodhi mag jotelo mag gweng'no, dwaro okang' okaw ne jotelo majiwo akwede.",Yes,Yes,,,
1582,Agriculture,This domination of agriculture by the aging community may negatively affect sustainable agricultural production. The contribution of labour to agriculture ...,Utawala huu wa kilimo na jamii ya wazee unaweza kuathiri vibaya uzalishaji endelevu wa kilimo. Mchango wa nguvu kazi katika kilimo ...,Riwruok mar oganda moti e wi weche mag pur nyalo miyo tijno odhi nyime.,Yes,Yes,,,
3112,Health,Strategic and continuous media engagement has driven structured conversations on these critical issues.,Ushirikiano wa kimkakati na endelevu wa vyombo vya habari umeendesha mazungumzo yaliyopangwa kuhusu masuala haya muhimu.,Tiyo gi yore mag lando wach kendo ma dhi nyime osemiyo ji bedo gi mbaka ma ochung' motegno e wi weche madongogi.,Yes,Yes,,,
3904,Education,Building active class participation early helps learners succeed under the CBC curriculum.,Kujenga kushiriki kikamilifu darasani mapema husaidia wanafunzi kufaulu chini ya mtaala wa CBC.,Kugero ng'iyo ma ng'ato nyalo bedogo e klas mapiyo konyo jopuonjre mondo gibed gi loch e bwo chenro mar somo mar CBC.,Yes,Yes,,,
2424,Security & Safety,Teach children safe road crossing techniques.,Wafundishe watoto mbinu salama za kuvuka barabara.,Puonj nyithindo yore ma ginyalo ng'adoe ndara.,Yes,Yes,,,
5078,Governance,"To fight delayed government services, the county is promoting town hall meetings alongside easier access to business permit applications.","Ili kupambana na huduma za serikali kuchelewa, kaunti inahamasisha mikutano ya hadhara pamoja na upatikanaji rahisi wa maombi ya leseni za biashara.","Mondo oked gi tije mag sirkal ma dero, kauntino siro romo mag od bura mag taon kaachiel gi yudo mayot mar kwayo oboke mag ohala.",Yes,Yes,,,
89,Education,Build better schools! Support infrastructure projects in ASAL regions.,Jenga shule bora! Saidia miradi ya miundombinu katika mikoa ya ASAL.,Gero skunde mabeyo! Konyuru chenro mag gedo e gwenge mag ASAL.,Yes,Yes,,,
1031,Health,Use a calendar or reminder app to keep track of ANC appointments and medications.,Tumia kalenda au programu ya ukumbusho ili kufuatilia miadi na dawa za ANC.,Ti gi kalenda kata app mar paro mondo ing'e seche mag ANC kod yedhe mitiyogo.,Yes,Yes,,,
