PSA_Id,Domain,English,Kiswahili,Ekegusii,Class,Source,English_clean,Kiswahili_clean,Ekegusii_clean,codeswitch_tokens,has_codeswitch,ekegusii_caps_ratio,codeswitch_tokens_v2,is_boilerplate,English_clean_n_words,English_clean_n_tokens,Kiswahili_clean_n_words,Kiswahili_clean_n_tokens,Ekegusii_clean_n_words,Ekegusii_clean_n_tokens,English_clean_tokens_str,Kiswahili_clean_tokens_str,Ekegusii_clean_tokens_str
3686,Agriculture,"â€œ In today's rapidly evolving world, science and technology are critical drivers of progress, especially in agriculture,â€ he said.","â€œKatika dunia ya sasa inayoendelea kwa kasi, sayansi na teknolojia ni vichochezi muhimu vya maendeleo hasa katika kilimo,â€ alisema.","Ense naogoonchoreria kwa bwngo bwngo, sayansi na tekinorochia nabio ebokoreri biengencho biamagenderero na oboremi buna, â€ atebete.",General,professor_provided_ekegusii_corpus,""" In today's rapidly evolving world, science and technology are critical drivers of progress, especially in agriculture,"" he said.","""Katika dunia ya sasa inayoendelea kwa kasi, sayansi na teknolojia ni vichochezi muhimu vya maendeleo hasa katika kilimo,"" alisema.","Ense naogoonchoreria kwa bwngo bwngo, sayansi na tekinorochia nabio ebokoreri biengencho biamagenderero na oboremi buna, "" atebete.",[],FALSE,0.009009009,[],FALSE,19,28,19,44,17,45,""" In today ' s rapidly evo ##lv ##ing world , science and technology are critical drivers of progress , especially in agriculture , "" he said .",""" Katika dunia ya sa ##sa ina ##yo ##ende ##lea kwa kas ##i , saya ##nsi na tek ##nol ##oji ##a ni vi ##cho ##che ##zi mu ##him ##u vya mae ##nde ##leo hasa katika ki ##lim ##o , "" ali ##sem ##a .","En ##se na ##ogo ##on ##chor ##eria kwa b ##wn ##go b ##wn ##go , saya ##nsi na teki ##nor ##ochia na ##bio e ##bok ##ore ##ri bien ##gen ##cho bi ##ama ##gender ##ero na ob ##orem ##i buna , "" at ##ebe ##te ."
3687,Agriculture,"â€œSustainable agriculture practices in Kenya have transformed hectares of barren farmland, significantly increasing crop yields for smallholder farmers.â€","â€œTaratibu za kilimo endelevu nchini Kenya zimebadilisha hekta za mashamba yasiyo na mazao, na kuongeza kwa kiasi kikubwa mavuno ya mazao kwa wakulima wadogo.â€",a Museo. Kwegera oboremi bwokwegendereria aiga Kenya bwaonchoire emegondo emenene yarenge emegomba koirania obotoby na kogesa obioremi nerigesa riebirengo bia igoro.,General,professor_provided_ekegusii_corpus,"""Sustainable agriculture practices in Kenya have transformed hectares of barren farmland, significantly increasing crop yields for smallholder farmers.""","""Taratibu za kilimo endelevu nchini Kenya zimebadilisha hekta za mashamba yasiyo na mazao, na kuongeza kwa kiasi kikubwa mavuno ya mazao kwa wakulima wadogo.""",a Museo. Kwegera oboremi bwokwegendereria aiga Kenya bwaonchoire emegondo emenene yarenge emegomba koirania obotoby na kogesa obioremi nerigesa riebirengo bia igoro.,[],FALSE,0.020979021,[],FALSE,18,28,24,58,21,60,""" Sus ##tain ##able agriculture practices in Kenya have transformed hectares of barre ##n farm ##land , significantly increasing crop yield ##s for small ##holder farmers . """,""" Tara ##tib ##u za ki ##lim ##o ende ##lev ##u nchini Kenya zi ##me ##bad ##ilis ##ha he ##kta za mas ##ham ##ba ya ##si ##yo na ma ##za ##o , na ku ##onge ##za kwa ki ##asi ki ##ku ##b ##wa ma ##vun ##o ya ma ##za ##o kwa wa ##kul ##ima wa ##dogo . """,a Museo . K ##wege ##ra ob ##orem ##i b ##wo ##k ##wegen ##dere ##ria ai ##ga Kenya b ##wa ##on ##cho ##ire em ##ego ##ndo em ##enen ##e ya ##reng ##e em ##ego ##mba ko ##iran ##ia ob ##oto ##by na ko ##ges ##a ob ##ior ##emi ner ##iges ##a ri ##eb ##iren ##go bi ##a ig ##oro .
3688,Agriculture,Abstract. Various proposals in the World Trade Organization agricultural market access negotiations are explained and their implication to tariff reduction ...,Muhtasari. Mapendekezo mbalimbali katika majadiliano ya upatikanaji wa soko la kilimo ya Shirika la Biashara Duniani yanaelezwa na maana yake katika kupunguza ushuru ...,Ase Obweng'e. Ebirengererio ebinge bia biechiro yoboremi bwa bwense ebirengererio ebinge as echiro yoboremi bwense nagendererete ayio arengete ogokeyia rigori rioboremi gose echogo ao ao.,General,professor_provided_ekegusii_corpus,Abstract. Various proposals in the World Trade Organization agricultural market access negotiations are explained and their implication to tariff reduction ...,Muhtasari. Mapendekezo mbalimbali katika majadiliano ya upatikanaji wa soko la kilimo ya Shirika la Biashara Duniani yanaelezwa na maana yake katika kupunguza ushuru ...,Ase Obweng'e. Ebirengererio ebinge bia biechiro yoboremi bwa bwense ebirengererio ebinge as echiro yoboremi bwense nagendererete ayio arengete ogokeyia rigori rioboremi gose echogo ao ao.,[],FALSE,0.01875,[],FALSE,21,27,24,52,25,71,Abs ##tract . Various proposals in the World Trade Organization agricultural market access negotiations are explained and their implica ##tion to tar ##iff reduction . . .,Mu ##hta ##sari . Map ##ende ##ke ##zo mbalimbali katika maja ##dili ##ano ya up ##atik ##ana ##ji wa sok ##o la ki ##lim ##o ya Shi ##rika la Bi ##ash ##ara Dunia ##ni yana ##ele ##z ##wa na maan ##a yake katika kup ##ung ##uza us ##hur ##u . . .,As ##e Ob ##wen ##g ' e . E ##bire ##ngere ##rio e ##bing ##e bi ##a bi ##ech ##iro yo ##bore ##mi b ##wa b ##wen ##se e ##bire ##ngere ##rio e ##bing ##e as e ##chi ##ro yo ##bore ##mi b ##wen ##se nag ##ender ##eret ##e ay ##io aren ##get ##e og ##oke ##yia ri ##gor ##i rio ##bore ##mi go ##se e ##cho ##go ao ao .
3689,Agriculture,ACAT 2025 calls for greater investment and partnerships in Agri-Tech solutions to ignite Africa's agriculture Â· Malawi farmers share their ...,ACAT 2025 inataka uwekezaji zaidi na ushirikiano katika suluhu za Agri-Tech ili kuwasha kilimo barani Afrika Â· Wakulima wa Malawi wanashiriki ...,"ACAT 2025  nogo agosaba ng'a ogosirana na okobwaterana as oboremi gokinia chisemi chobosansi na tekinorochia buna enchera eyemo gokonya gosegeta orogongo rwa, Afrika. Â· Omoremi omalawi ngosanga are ...",General,professor_provided_ekegusii_corpus,ACAT 2025 calls for greater investment and partnerships in Agri-Tech solutions to ignite Africa's agriculture · Malawi farmers share their ...,ACAT 2025 inataka uwekezaji zaidi na ushirikiano katika suluhu za Agri-Tech ili kuwasha kilimo barani Afrika · Wakulima wa Malawi wanashiriki ...,"ACAT 2025 nogo agosaba ng'a ogosirana na okobwaterana as oboremi gokinia chisemi chobosansi na tekinorochia buna enchera eyemo gokonya gosegeta orogongo rwa, Afrika. · Omoremi omalawi ngosanga are ...",['ACAT'],TRUE,0.037267081,['ACAT'],FALSE,21,31,22,46,29,70,AC ##AT 2025 calls for greater investment and partnership ##s in A ##gri - Tech solutions to ig ##nite Africa ' s agriculture · Malawi farmers share their . . .,AC ##AT 2025 ina ##taka u ##we ##ke ##zaj ##i zaidi na us ##hir ##iki ##ano katika sulu ##hu za A ##gri - Tech ili kuwa ##sha ki ##lim ##o bara ##ni Afrika · W ##aku ##lima wa Malawi wa ##nas ##hir ##iki . . .,"AC ##AT 2025 nog ##o ago ##saba ng ' a og ##osi ##rana na oko ##b ##water ##ana as ob ##orem ##i go ##kini ##a chi ##sem ##i cho ##bos ##ans ##i na teki ##nor ##ochia buna en ##chera eye ##mo go ##kon ##ya go ##se ##get ##a oro ##gong ##o r ##wa , Afrika . · Om ##orem ##i oma ##law ##i ng ##osan ##ga are . . ."
3690,Agriculture,"Agriculture has been used as an important instrument in eradicating hunger, poverty, and all forms of malnutrition. Climate change however is expected to act as ...","Kilimo kimetumika kama nyenzo muhimu katika kutokomeza njaa, umaskini na aina zote za utapiamlo. Mabadiliko ya hali ya hewa hata hivyo yanatarajiwa kuwa kama ...","Oboremi nensemo yengencho ase okorwania enchara, obotaka namarwaire agotonyora ase okoria engara etaisaini ase omobere. Nonya nigo, ogoonchoreria kwe'rire nerorekanete koba…..",General,professor_provided_ekegusii_corpus,"Agriculture has been used as an important instrument in eradicating hunger, poverty, and all forms of malnutrition. Climate change however is expected to act as ...","Kilimo kimetumika kama nyenzo muhimu katika kutokomeza njaa, umaskini na aina zote za utapiamlo. Mabadiliko ya hali ya hewa hata hivyo yanatarajiwa kuwa kama ...","Oboremi nensemo yengencho ase okorwania enchara, obotaka namarwaire agotonyora ase okoria engara etaisaini ase omobere. Nonya nigo, ogoonchoreria kwe'rire nerorekanete koba…..",[],FALSE,0.013513514,[],FALSE,26,37,25,53,21,67,"Agriculture has been used as an important instrument in era ##dicat ##ing hung ##er , poverty , and all forms of mal ##nut ##riti ##on . Climate change however is expected to act as . . .","Ki ##lim ##o kim ##etum ##ika kama nye ##nzo mu ##him ##u katika ku ##tok ##ome ##za n ##jaa , uma ##ski ##ni na aina zo ##te za ut ##api ##am ##lo . Ma ##bad ##ili ##ko ya hali ya he ##wa hata hivyo yana ##tara ##ji ##wa kuwa kama . . .","Ob ##orem ##i nens ##em ##o ye ##ngen ##cho as ##e oko ##r ##wania en ##char ##a , ob ##ota ##ka nama ##r ##wai ##re ago ##ton ##yor ##a as ##e oko ##ria eng ##ara eta ##isa ##ini as ##e om ##obe ##re . Non ##ya ni ##go , og ##oon ##chor ##eria k ##we ' ri ##re nero ##rek ##ane ##te ko ##ba [UNK] . ."
3691,Agriculture,Agriculture has periodically been shaken up by various technological revolutions. The latest? The advent of digital technologies. test Story Â· Keeping ...,Kilimo kimetikiswa mara kwa mara na mapinduzi mbalimbali ya kiteknolojia. Ya hivi punde? Ujio wa teknolojia za kidijitali. mtihani Hadithi Â· Kuweka ...,Oboremi bwabeire bogosegetwa ekero as ekero goetera etekinorochia ya kera chingaki. Etekinorochia ya iga bwango? Nogocha gwetekinorovhia ase embeo. test Story Â· Keeping ...,General,professor_provided_ekegusii_corpus,Agriculture has periodically been shaken up by various technological revolutions. The latest? The advent of digital technologies. test Story · Keeping ...,Kilimo kimetikiswa mara kwa mara na mapinduzi mbalimbali ya kiteknolojia. Ya hivi punde? Ujio wa teknolojia za kidijitali. mtihani Hadithi · Kuweka ...,Oboremi bwabeire bogosegetwa ekero as ekero goetera etekinorochia ya kera chingaki. Etekinorochia ya iga bwango? Nogocha gwetekinorovhia ase embeo. test Story · Keeping ...,[],FALSE,0.035211268,[],FALSE,22,33,23,54,24,62,Agriculture has periodi ##cally been sh ##aken up by various tech ##nological revolution ##s . The latest ? The ad ##vent of digital technologies . test Story · Keep ##ing . . .,Ki ##lim ##o kim ##etik ##is ##wa mara kwa mara na mapi ##ndu ##zi mbalimbali ya kit ##ek ##nol ##oji ##a . Ya hi ##vi pun ##de ? U ##jio wa tek ##nol ##oji ##a za ki ##dij ##ital ##i . m ##tih ##ani Had ##ith ##i · Ku ##we ##ka . . .,Ob ##orem ##i b ##wa ##bei ##re bog ##ose ##get ##wa ek ##ero as ek ##ero go ##etera et ##ekin ##oro ##chia ya ker ##a chi ##nga ##ki . Et ##ekin ##oro ##chia ya iga b ##wang ##o ? No ##go ##cha g ##wet ##ekin ##oro ##v ##hia as ##e em ##be ##o . test Story · Keep ##ing . . .
3692,Agriculture,"Agriculture is the backbone of Kenyaâ€™s economy,contributing to over 25%of the countryâ€™s Gross Domestic Product (GDP). Agriculture employs over 70% of the countryâ€™s workforce and plays a crucial role in the livelihoods of many Kenyans. However, unsustainable farming practices have resulted in land degradation, low crop yields, and food insecurity. Sustainable agriculture is an approach that can address these challenges, ensure food security and promote economic growth.","Kilimo ni uti wa mgongo wa uchumi wa Kenya, kikichangia zaidi ya 25% ya Pato la Taifa (GDP). Kilimo kinaajiri zaidi ya 70% ya wafanyikazi nchini na kina jukumu muhimu katika maisha ya Wakenya wengi. Hata hivyo, mbinu za kilimo zisizo endelevu zimesababisha uharibifu wa ardhi, mavuno machache ya mazao, na uhaba wa chakula. Kilimo endelevu ni mbinu inayoweza kukabiliana na changamoto hizi, kuhakikisha usalama wa chakula na kukuza ukuaji wa uchumi.","Oboremi negete kiomogongo kieboki bia ense yaito ya Kenya, bokogesa 25 igoro yemia ase ebitoki biense yaito (GDP). Oboremi mborigete goetania 70 igoro yemia yense yaito ya Kenya goetera baria bonsi bagora gose barikire ase oboremi, naboigo bagokora emeremo yengencho ase as okonyora goke goke kwa'abange. Nonya nogo, chingencho chioboremi botari oboikeranu bwasaririe obotobu bwemegondo, rigesa rike, na oboremu bwe'ndagara obonene. Oboremi bwokwegendereria nomoroberio iobeene as omochando oyo, erio goikerania omoigoto na gokinia ebitoki.",General,professor_provided_ekegusii_corpus,"Agriculture is the backbone of Kenya's economy,contributing to over 25%of the country's Gross Domestic Product (GDP). Agriculture employs over 70% of the country's workforce and plays a crucial role in the livelihoods of many Kenyans. However, unsustainable farming practices have resulted in land degradation, low crop yields, and food insecurity. Sustainable agriculture is an approach that can address these challenges, ensure food security and promote economic growth.","Kilimo ni uti wa mgongo wa uchumi wa Kenya, kikichangia zaidi ya 25% ya Pato la Taifa (GDP). Kilimo kinaajiri zaidi ya 70% ya wafanyikazi nchini na kina jukumu muhimu katika maisha ya Wakenya wengi. Hata hivyo, mbinu za kilimo zisizo endelevu zimesababisha uharibifu wa ardhi, mavuno machache ya mazao, na uhaba wa chakula. Kilimo endelevu ni mbinu inayoweza kukabiliana na changamoto hizi, kuhakikisha usalama wa chakula na kukuza ukuaji wa uchumi.","Oboremi negete kiomogongo kieboki bia ense yaito ya Kenya, bokogesa 25 igoro yemia ase ebitoki biense yaito (GDP). Oboremi mborigete goetania 70 igoro yemia yense yaito ya Kenya goetera baria bonsi bagora gose barikire ase oboremi, naboigo bagokora emeremo yengencho ase as okonyora goke goke kwa'abange. Nonya nogo, chingencho chioboremi botari oboikeranu bwasaririe obotobu bwemegondo, rigesa rike, na oboremu bwe'ndagara obonene. Oboremi bwokwegendereria nomoroberio iobeene as omochando oyo, erio goikerania omoigoto na gokinia ebitoki.",['GDP'],TRUE,0.020044543,['GDP'],FALSE,67,106,72,155,74,196,"Agriculture is the back ##bone of Kenya ' s economy , contributing to over 25 % of the country ' s Gross Dome ##stic Product ( GDP ) . Agriculture em ##ploy ##s over 70 % of the country ' s work ##force and plays a crucial role in the live ##lih ##ood ##s of many Kenya ##ns . However , uns ##usta ##ina ##ble farming practices have resulted in land de ##gradation , low crop yield ##s , and food ins ##ecu ##rity . Sus ##tain ##able agriculture is an approach that can address these challenges , ensure food security and promote economic growth .","Ki ##lim ##o ni ut ##i wa mg ##ongo wa u ##chu ##mi wa Kenya , ki ##kich ##ang ##ia zaidi ya 25 % ya Pato la Tai ##fa ( GDP ) . Ki ##lim ##o kin ##aa ##jir ##i zaidi ya 70 % ya wa ##fan ##yik ##azi nchini na kin ##a ju ##kum ##u mu ##him ##u katika mais ##ha ya Wake ##nya wengi . Hat ##a hivyo , mbi ##nu za ki ##lim ##o zi ##siz ##o ende ##lev ##u zi ##mesa ##bab ##isha u ##haribi ##fu wa ar ##dhi , ma ##vun ##o mach ##ache ya ma ##za ##o , na u ##hab ##a wa cha ##kula . Ki ##lim ##o ende ##lev ##u ni mbi ##nu ina ##yo ##weza ku ##kab ##iliana na chan ##gam ##oto hi ##zi , ku ##hak ##iki ##sha usa ##lama wa cha ##kula na ku ##ku ##za uk ##ua ##ji wa u ##chu ##mi .","Ob ##orem ##i ne ##get ##e ki ##omo ##gong ##o ki ##eb ##oki bi ##a ens ##e ya ##ito ya Kenya , bok ##oge ##sa 25 ig ##oro ye ##mia as ##e e ##bito ##ki biens ##e ya ##ito ( GDP ) . Ob ##orem ##i m ##bori ##get ##e go ##etan ##ia 70 ig ##oro ye ##mia ye ##nse ya ##ito ya Kenya go ##etera bar ##ia bons ##i bag ##ora go ##se bar ##iki ##re as ##e ob ##orem ##i , na ##bo ##igo bag ##oko ##ra em ##ere ##mo ye ##ngen ##cho as ##e as oko ##nyo ##ra go ##ke go ##ke kwa ' ab ##ange . Non ##ya nog ##o , chi ##ngen ##cho chi ##ob ##orem ##i bot ##ari ob ##oi ##kera ##nu b ##was ##ari ##rie ob ##oto ##bu b ##wem ##ego ##ndo , rige ##sa rike , na ob ##orem ##u b ##we ' nda ##gara ob ##onen ##e . Ob ##orem ##i b ##wo ##k ##wegen ##dere ##ria nomor ##obe ##rio io ##been ##e as om ##ocha ##ndo o ##yo , eri ##o go ##iker ##ania om ##oi ##got ##o na go ##kini ##a e ##bito ##ki ."
3693,Agriculture,"Agriculture not only suffers the impacts of climate change, it is also responsible for 14 percent of global greenhouse gas emissions. But agriculture has the ...","Kilimo sio tu kinaathiriwa na mabadiliko ya hali ya hewa, pia kinawajibika kwa asilimia 14 ya uzalishaji wa gesi chafu duniani. Lakini kilimo kina...","Oboremi tari rioka ng'a bwaakirwe orgoma ase ogoonchoreria kwerire, korende boigo 14 ase emia oboremi nabwo bwagesire ogosareka kwerire. Korende,  oboremi mbore…...",General,professor_provided_ekegusii_corpus,"Agriculture not only suffers the impacts of climate change, it is also responsible for 14 percent of global greenhouse gas emissions. But agriculture has the ...","Kilimo sio tu kinaathiriwa na mabadiliko ya hali ya hewa, pia kinawajibika kwa asilimia 14 ya uzalishaji wa gesi chafu duniani. Lakini kilimo kina...","Oboremi tari rioka ng'a bwaakirwe orgoma ase ogoonchoreria kwerire, korende boigo 14 ase emia oboremi nabwo bwagesire ogosareka kwerire. Korende, oboremi mbore…...",[],FALSE,0.015151515,[],FALSE,26,33,24,53,22,66,"Agriculture not only su ##ffers the impact ##s of climate change , it is also responsible for 14 percent of global green ##house gas emissions . But agriculture has the . . .","Ki ##lim ##o si ##o tu kin ##aat ##hir ##iwa na mab ##adi ##liko ya hali ya he ##wa , pia kin ##awa ##jib ##ika kwa asi ##limi ##a 14 ya uz ##alis ##ha ##ji wa ge ##si cha ##fu dunia ##ni . Lakin ##i ki ##lim ##o kin ##a . . .","Ob ##orem ##i tar ##i rio ##ka ng ' a b ##wa ##aki ##r ##we org ##oma as ##e og ##oon ##chor ##eria k ##wer ##ire , kor ##ende bo ##igo 14 as ##e em ##ia ob ##orem ##i na ##b ##wo b ##wag ##esi ##re og ##osa ##rek ##a k ##wer ##ire . Kore ##nde , ob ##orem ##i m ##bore [UNK] . . ."
3694,Agriculture,"Agriculture remains the cornerstone of Kenyaâ€™s economy, contributing substantially to its Gross Domestic Product (GDP) and workforce. Insights from the 2024 economic survey indicate that theagricultural sector bloomed with a seven per cent growthwhile other sectors like manufacturing and energy experienced a slowdown. However, the sector faces significant challenges from unsustainable farming practices, including land degradation, low yields, and food insecurity. Embracing sustainable agriculture is a vital solution to these issues, offering a pathway to ensure food security while fostering economic prosperity.","Kilimo kinasalia kuwa msingi wa uchumi wa Kenya, kikichangia kwa kiasi kikubwa Pato la Taifa (GDP) na nguvu kazi. Maarifa kutoka kwa uchunguzi wa kiuchumi wa 2024 unaonyesha kuwa sekta ya kilimo ilistawi kwa ukuaji wa asilimia saba huku sekta nyingine kama vile viwanda na nishati zikishuka. Hata hivyo, sekta hiyo inakabiliwa na changamoto kubwa kutokana na mbinu za kilimo zisizo endelevu, ikiwa ni pamoja na uharibifu wa ardhi, mavuno kidogo, na uhaba wa chakula. Kukumbatia kilimo endelevu ni suluhu muhimu kwa masuala haya, kutoa njia ya kuhakikisha usalama wa chakula huku tukikuza ustawi wa kiuchumi.","Oboremi mbotigarete koba esiro enene yobogoko bwense yaito Kenya,  bogotugeka okwegendereria kwobogoko bwense yaito (GDP) na baria barikire arororo gokora emeremo. Okomanyia goetera amasomo obogoko 2024 mbwaorokeretie ng'a aoboremi mbeakinete 7 ase emia abwo ase chinsemo chinde chibogoko buna oborosia na obokoreri bwomorero biairanete inse. Nonya nigo, ensemo eye yoboremi neonchokanire nomochndo bwoboremi botari oboikeranu , amo na obotobu koera mogondo, rigesa rike, nabo igo omochando bwokorema endagera. Kweegia omoroberio bwoboremi bwokwegendereria mbobe egetambokero ekenene as emechando eye, nabo igo buna enchera gogoikerania omoigoto na gokinia obogoko bwense.",General,professor_provided_ekegusii_corpus,"Agriculture remains the cornerstone of Kenya's economy, contributing substantially to its Gross Domestic Product (GDP) and workforce. Insights from the 2024 economic survey indicate that theagricultural sector bloomed with a seven per cent growthwhile other sectors like manufacturing and energy experienced a slowdown. However, the sector faces significant challenges from unsustainable farming practices, including land degradation, low yields, and food insecurity. Embracing sustainable agriculture is a vital solution to these issues, offering a pathway to ensure food security while fostering economic prosperity.","Kilimo kinasalia kuwa msingi wa uchumi wa Kenya, kikichangia kwa kiasi kikubwa Pato la Taifa (GDP) na nguvu kazi. Maarifa kutoka kwa uchunguzi wa kiuchumi wa 2024 unaonyesha kuwa sekta ya kilimo ilistawi kwa ukuaji wa asilimia saba huku sekta nyingine kama vile viwanda na nishati zikishuka. Hata hivyo, sekta hiyo inakabiliwa na changamoto kubwa kutokana na mbinu za kilimo zisizo endelevu, ikiwa ni pamoja na uharibifu wa ardhi, mavuno kidogo, na uhaba wa chakula. Kukumbatia kilimo endelevu ni suluhu muhimu kwa masuala haya, kutoa njia ya kuhakikisha usalama wa chakula huku tukikuza ustawi wa kiuchumi.","Oboremi mbotigarete koba esiro enene yobogoko bwense yaito Kenya, bogotugeka okwegendereria kwobogoko bwense yaito (GDP) na baria barikire arororo gokora emeremo. Okomanyia goetera amasomo obogoko 2024 mbwaorokeretie ng'a aoboremi mbeakinete 7 ase emia abwo ase chinsemo chinde chibogoko buna oborosia na obokoreri bwomorero biairanete inse. Nonya nigo, ensemo eye yoboremi neonchokanire nomochndo bwoboremi botari oboikeranu , amo na obotobu koera mogondo, rigesa rike, nabo igo omochando bwokorema endagera. Kweegia omoroberio bwoboremi bwokwegendereria mbobe egetambokero ekenene as emechando eye, nabo igo buna enchera gogoikerania omoigoto na gokinia obogoko bwense.",['GDP'],TRUE,0.014134276,['GDP'],FALSE,82,122,96,205,88,243,"Agriculture remains the corner ##stone of Kenya ' s economy , contributing substantial ##ly to its Gross Dome ##stic Product ( GDP ) and work ##force . Insight ##s from the 202 ##4 economic survey indicate that the ##ag ##ricu ##ltura ##l sector bl ##oom ##ed with a seven per cent growth ##while other sectors like manufacturing and energy experienced a slow ##down . However , the sector faces significant challenges from uns ##usta ##ina ##ble farming practices , including land de ##gradation , low yield ##s , and food ins ##ecu ##rity . Em ##bra ##cing sustainable agriculture is a vital solution to these issues , offering a pathway to ensure food security while fost ##ering economic pro ##sper ##ity .","Ki ##lim ##o kin ##asa ##lia kuwa ms ##ingi wa u ##chu ##mi wa Kenya , ki ##kich ##ang ##ia kwa ki ##asi ki ##ku ##b ##wa Pato la Tai ##fa ( GDP ) na ng ##uv ##u kazi . Maar ##ifa kutoka kwa uchun ##gu ##zi wa ki ##uch ##umi wa 202 ##4 una ##ony ##esh ##a kuwa se ##kta ya ki ##lim ##o ili ##sta ##wi kwa uk ##ua ##ji wa asi ##limi ##a sa ##ba hu ##ku se ##kta nyingi ##ne kama vile vi ##wand ##a na ni ##sha ##ti zi ##kis ##hu ##ka . Hat ##a hivyo , se ##kta hiyo ina ##kab ##ili ##wa na chan ##gam ##oto kubwa kutoka ##na na mbi ##nu za ki ##lim ##o zi ##siz ##o ende ##lev ##u , iki ##wa ni pamoja na u ##haribi ##fu wa ar ##dhi , ma ##vun ##o ki ##dogo , na u ##hab ##a wa cha ##kula . Ku ##kum ##bati ##a ki ##lim ##o ende ##lev ##u ni sulu ##hu mu ##him ##u kwa masu ##ala haya , ku ##toa n ##jia ya ku ##hak ##iki ##sha usa ##lama wa cha ##kula hu ##ku tu ##ki ##ku ##za us ##taw ##i wa ki ##uch ##umi .","Ob ##orem ##i m ##bot ##iga ##rete ko ##ba esi ##ro ene ##ne yo ##bo ##goko b ##wen ##se ya ##ito Kenya , bog ##otu ##ge ##ka ok ##wegen ##dere ##ria k ##wo ##bo ##goko b ##wen ##se ya ##ito ( GDP ) na bar ##ia bar ##iki ##re ar ##oro ##ro go ##kor ##a em ##ere ##mo . Oko ##many ##ia go ##etera ama ##som ##o ob ##ogo ##ko 202 ##4 m ##b ##wa ##oro ##kere ##tie ng ' a ao ##bore ##mi m ##bea ##kine ##te 7 as ##e em ##ia ab ##wo as ##e chi ##nse ##mo chi ##nde chi ##bo ##goko buna ob ##oros ##ia na obok ##ore ##ri b ##wo ##more ##ro bi ##air ##ane ##te ins ##e . Non ##ya ni ##go , ens ##em ##o eye yo ##bore ##mi neo ##nch ##okan ##ire nom ##och ##ndo b ##wo ##bore ##mi bot ##ari ob ##oi ##kera ##nu , amo na ob ##oto ##bu koe ##ra mo ##gon ##do , rige ##sa rike , na ##bo ig ##o om ##ocha ##ndo b ##wo ##kor ##ema enda ##gera . K ##we ##egi ##a om ##oro ##beri ##o b ##wo ##bore ##mi b ##wo ##k ##wegen ##dere ##ria m ##bo ##be eget ##am ##bok ##ero ek ##enen ##e as em ##echa ##ndo eye , na ##bo ig ##o buna en ##chera go ##go ##iker ##ania om ##oi ##got ##o na go ##kini ##a ob ##ogo ##ko b ##wen ##se ."
3695,Agriculture,Agriculture Sector Development Support Programme (ASDSP II) was approved for implementation by the. Government of Kenya and Government of Sweden on 17th ...,Programu ya Msaada wa Maendeleo ya Sekta ya Kilimo (ASDSP II) iliidhinishwa kutekelezwa na. Serikali ya Kenya na Serikali ya Uswidi tarehe 17 ...,Omoroberio obeene bwogosira oboremi na amagenderero (ASDSP II) igo oansete ase engencho yogoikerania omoroberio bweserikari yaito ya Kenya na eserikari ya Sweden chitariki….,General,professor_provided_ekegusii_corpus,Agriculture Sector Development Support Programme (ASDSP II) was approved for implementation by the. Government of Kenya and Government of Sweden on 17th ...,Programu ya Msaada wa Maendeleo ya Sekta ya Kilimo (ASDSP II) iliidhinishwa kutekelezwa na. Serikali ya Kenya na Serikali ya Uswidi tarehe 17 ...,Omoroberio obeene bwogosira oboremi na amagenderero (ASDSP II) igo oansete ase engencho yogoikerania omoroberio bweserikari yaito ya Kenya na eserikari ya Sweden chitariki….,"['ASDSP', 'II']",TRUE,0.068027211,"['ASDSP', 'II']",FALSE,23,30,24,50,23,61,Agriculture Sector Development Support Programme ( AS ##DS ##P II ) was approved for implementation by the . Government of Kenya and Government of Sweden on 17th . . .,Program ##u ya Ms ##aad ##a wa Mae ##nde ##leo ya Se ##kta ya Ki ##lim ##o ( AS ##DS ##P II ) ili ##idh ##inis ##hwa ku ##tek ##ele ##z ##wa na . Seri ##kali ya Kenya na Seri ##kali ya Us ##wid ##i tarehe 17 . . .,Om ##oro ##beri ##o ob ##een ##e b ##wo ##gos ##ira ob ##orem ##i na ama ##gender ##ero ( AS ##DS ##P II ) ig ##o oan ##set ##e as ##e eng ##en ##cho yo ##go ##iker ##ania om ##oro ##beri ##o b ##wes ##eri ##kari ya ##ito ya Kenya na ese ##rika ##ri ya Sweden chi ##tari ##ki [UNK] .
