PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Fact_Source,Source,Somali
8462,Security,General,"This month's public update covers the toll-free gender-based violence (GBV) helpline for reporting abuse, Kenya Red Cross emergency response teams for disaster-affected communities, and NACADA's campaigns against drug and substance abuse among youth.","Taarifa ya umma ya mwezi huu inahusisha laini ya bure ya unyanyasaji wa kijinsia (GBV) ya kuripoti unyanyasaji, timu za majibu ya dharura za Msalaba Mwekundu wa Kenya kwa jamii zilizoathiriwa na maafa, na kampeni za NACADA dhidi ya matumizi ya dawa za kulevya miongoni mwa vijana.","Oboke ma ji duto yudo e dwe ni oting’o simu ma onge chudo mar ng’ado bura kuom ng’anjo ma ng’ato timo, jogo ma konyo e kinde mag ng’anjo ma kelo masira, kod kampen ma NACADA timo mar kwedo ng’anjo mar ng’anjo e kind joma tindo.",s02+s07+s09,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay dabooshaa khadka caawinta ee tacadiyada kusalaysan dheddig-laboodka (GBV) ee bilaashka ah ee ka warbixinta xadgudubyada, kooxaha ka jawaabida degdega ah ee Laanqayrta Cas ee Kenya ee bulshooyinka ay masiibada saamaysay, iyo NACADA ololeheeda ka dhanka ah maandooriyaha iyo ku xadgudubka muqaadaraadka ee dhalinyarada."
8463,Security,General,"This month's public update covers the toll-free gender-based violence (GBV) helpline for reporting abuse, Kenya Red Cross emergency response teams for disaster-affected communities, and reporting cybercrime under the Computer Misuse and Cybercrimes Act.","Taarifa ya umma ya mwezi huu inahusisha laini ya bure ya unyanyasaji wa kijinsia (GBV) ya kuripoti unyanyasaji, timu za majibu ya dharura za Msalaba Mwekundu wa Kenya kwa jamii zilizoathiriwa na maafa, na kuripoti uhalifu wa mtandaoni chini ya Sheria ya Matumizi Mabaya ya Kompyuta na Uhalifu wa Mtandaoni.","Oboke ma ji duto yudo e dwe ni oting’o simu ma onge chudo mar ng’ado bura kuom ng’anjo ma luwore gi chwo gi mon (GBV) mar ng’ado ripot kuom ng’anjo ma ng’ato otimo, jogo ma Kenya Red Cross konyo e kinde mag masira mag jodak ma oyudo masira, kod ng’ado bura kuom ketho mag mbui e bwo chik mar tiyo marach gi kompyuta kod ketho mag mbui.",s02+s07+s10,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay daboolaysaa khadka caawinta ee tacadiyada kusalaysan dheddig-laboodka (GBV) ee bilaashka ah ee ka warbixinta xadgudubyada, kooxaha ka jawaabida degdega ah ee Laanqayrta Cas ee Kenya ee bulshooyinka ay masiibada saamaysay, iyo ka warbixinta dambiyada internetka ee hoos yimaada Xeerka Si xun u Isticmaalka Kumbuyuutarka iyo Dembiyada Internetka."
8464,Security,General,"This month's public update covers the toll-free gender-based violence (GBV) helpline for reporting abuse, the Directorate of Criminal Investigations (DCI) crime-reporting hotline, and NACADA's campaigns against drug and substance abuse among youth.","Taarifa ya umma ya mwezi huu inahusisha laini ya bure ya unyanyasaji wa kijinsia (GBV) ya kuripoti unyanyasaji, laini ya kuripoti uhalifu ya Idara ya Upelelezi wa Jinai (DCI), na kampeni za NACADA dhidi ya matumizi ya dawa za kulevya miongoni mwa vijana.","Oboke ma ji duto yudo e dwe ni oting’o simu ma onge chudo mar ng’ado bura kuom ng’anjo ma ng’ato timo (GBV) mar ng’ado bura kuom tim marach ma ng’ato timo, namba mar ng’ado bura mar ng’anjo ma ng’ato timo (DCI), kod kampen ma NACADA timo mar kwedo ng’anjo mar yath kod gik ma kelo ng’anjo e kind joma tindo.",s02+s08+s09,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay dabooshaa khadka caawinta ee tacadiyada kusalaysan dheddig-laboodka ee bilaashka ah (GBV) ee ka warbixinta xadgudubyada, Agaasinka Baarista Dambiyada (DCI) khadka warbixinta dambiyada, iyo NACADA ololeheeda ka dhanka ah daroogada iyo ku xadgudubka muqaadaraadka ee dhalinyarada."
8465,Security,General,"This month's public update covers the toll-free gender-based violence (GBV) helpline for reporting abuse, the Directorate of Criminal Investigations (DCI) crime-reporting hotline, and reporting cybercrime under the Computer Misuse and Cybercrimes Act.","Taarifa ya umma ya mwezi huu inahusisha laini ya bure ya unyanyasaji wa kijinsia (GBV) ya kuripoti unyanyasaji, laini ya kuripoti uhalifu ya Idara ya Upelelezi wa Jinai (DCI), na kuripoti uhalifu wa mtandaoni chini ya Sheria ya Matumizi Mabaya ya Kompyuta na Uhalifu wa Mtandaoni.","Oboke ma ji duto yudo e dwe ni oting’o simu ma onge chudo mar ng’ado bura kuom tim marach ma ng’ato otimo (GBV) mar ng’ado ripot mar tim marach ma ng’ato otimo, namba ma ng’ato nyalo goyogo ripot mar tim marach (DCI), kod ng’ado ripot mar tim marach ma itimo e mbui e bwo chik mar tiyo marach gi kompyuta kod tim marach ma itimo e mbui.",s02+s08+s10,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay dabooshaa khadka caawinta ee xadgudubka ku salaysan lacag la'aanta (GBV) ee ka warbixinta xadgudubyada, Agaasinka Baarista Dambiyada (DCI) khadka ka warbixinta dambiyada, iyo ka warbixinta dambiyada internetka ee hoos yimaada Xeerka Si xun u Isticmaalka Kumbuyuutarka iyo Dembiyada internetka."
8466,Security,General,"This month's public update covers the toll-free gender-based violence (GBV) helpline for reporting abuse, NACADA's campaigns against drug and substance abuse among youth, and reporting cybercrime under the Computer Misuse and Cybercrimes Act.","Taarifa ya umma ya mwezi huu inahusisha laini ya bure ya unyanyasaji wa kijinsia (GBV) ya kuripoti unyanyasaji, kampeni za NACADA dhidi ya matumizi ya dawa za kulevya miongoni mwa vijana, na kuripoti uhalifu wa mtandaoni chini ya Sheria ya Matumizi Mabaya ya Kompyuta na Uhalifu wa Mtandaoni.","Oboke ma ji duto yudo e dwe ni oting’o simu mar kony ma onge chudo mar ng’ado bura kuom ketho mar ng’ato gi ng’ato, kampen ma NACADA timo mar kwedo ketho mag yath kod gik ma mero ji e kind joma tindo, kod ng’ado ripot kuom ketho mag mbui e bwo chik mar tiyo marach gi kompyuta kod ketho mag mbui.",s02+s09+s10,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay daboolaysaa khadka caawinta lacag la'aanta ah ee rabshadaha ku salaysan jinsiga (GBV) ee ka warbixinta xadgudubka, NACADA ololeheeda ka dhanka ah xadgudubka maandooriyaha ee dhalinyarada, iyo ka warbixinta dambiyada internetka ee hoos yimaada Xeerka Si xun u Isticmaalka Kombiyuutarka iyo Dembiyada internetka."
8467,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, the Anti-FGM Board's campaigns against female genital mutilation, and Huduma Namba registration under the national identity management system.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, kampeni za Bodi ya Kupambana na Ukeketaji dhidi ya ukeketaji wa wanawake, na usajili wa Huduma Namba chini ya mfumo wa kitaifa wa usimamizi wa utambulisho.","Oboke mar dwe mar apar gi ji duto oting’o kampen mag NTSA mag rito yore mag ng’ado mtoka e wi tiyo kod ng’ado mtoka kod ng’ado mtoka mapiyo, kampen mag Bod ma kwedo FGM ma kwedo ng’ado ng’ut mon, kod ndiko mar Huduma Namba e bwo chenro mar rito ng’ato e piny.",s03+s04+s05,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay khusaysaa ololayaasha badbaadada wadooyinka ee NTSA ee ku saabsan isticmaalka suunka iyo xadadka xawaaraha, Ololaha Guddida ka hortagga gudniinka fircooniga ah, iyo diiwaangelinta Huduma Namba ee hoos timaada nidaamka maaraynta aqoonsiga qaranka."
8468,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, the Anti-FGM Board's campaigns against female genital mutilation, and the National Disaster Operations Centre's flood and drought early-warning alerts.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, kampeni za Bodi ya Kupambana na Ukeketaji dhidi ya ukeketaji wa wanawake, na tahadhari za mapema za mafuriko na ukame kutoka Kituo cha Kitaifa cha Uendeshaji wa Maafa.","Oboke ma ji duto ogolo e dwe ni oting’o kampen mag NTSA mag rito yore mag tiyo kod gik ma ng’ato nyalo ng’ado e wi mtoka kod ng’ado ng’wech mapiyo, kampen mag Bod ma kwedo FGM ma kwedo ng’ado ng’ut mon, kod ng’ado bura ma ng’ato nyalo ng’ado e wi pi ma pong’o piny kod oro.",s03+s04+s06,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay khusaysaa ololaha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadadka xawaaraha, Ololaha Guddida Ka Hortagga Gudniinka Fircooniga ah ee ka dhanka ah gudniinka fircooniga ah, iyo Xarunta Hawlaha Masiibooyinka Qaranka ee daadadka iyo digniinaha digniinta hore."
8469,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, the Anti-FGM Board's campaigns against female genital mutilation, and Kenya Red Cross emergency response teams for disaster-affected communities.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, kampeni za Bodi ya Kupambana na Ukeketaji dhidi ya ukeketaji wa wanawake, na timu za majibu ya dharura za Msalaba Mwekundu wa Kenya kwa jamii zilizoathiriwa na maafa.","Oboke mar dwe mar apar gi ji duto wuoyo kuom kampen mag NTSA mag rito yore mag tiyo kod gik ma ng’ato nyalo ng’ado e wi mtoka kod ng’ado ng’wech mapiyo, kampen mag Bod ma kwedo FGM ma kwedo ng’ado ng’ut mon, kod riwruok mag Kenya Red Cross ma konyo e kinde mag masira mag piny ma oyudo masira.",s03+s04+s07,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay khusaysaa ololaha badbaadada wadooyinka ee NTSA ee ku saabsan isticmaalka suunka iyo xadka xawaaraha, Ololaha Guddida Ka Hortagga Gudniinka Fircooniga ah ee ka dhanka ah gudniinka fircooniga ah, iyo kooxaha wax ka qabashada xaaladaha degdega ah ee Laanqayrta Cas ee Kenya ee bulshooyinka ay masiibada saamaysay."
8470,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, the Anti-FGM Board's campaigns against female genital mutilation, and the Directorate of Criminal Investigations (DCI) crime-reporting hotline.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, kampeni za Bodi ya Kupambana na Ukeketaji dhidi ya ukeketaji wa wanawake, na laini ya kuripoti uhalifu ya Idara ya Upelelezi wa Jinai (DCI).","Oboke ma ji duto yudo e dwe mar apar, oting’o kampen mag NTSA mag rito yore mag ng’ado mtoka kod ng’ado mtoka mapiyo, kampen mag Bod ma kwedo FGM ma kwedo ng’ado ng’ut mon, kod namba mar lando wach mar ketho (DCI).",s03+s04+s08,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay dabooshaa ololayaasha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadadka xawaaraha, Ololaha Guddida Kahortaga Gudniinka Fircooniga ah ee ka dhanka ah gudniinka fircooniga ah, iyo Agaasinka Dembi Baadhista (DCI) khadka warbixinta dembiyada."
8471,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, the Anti-FGM Board's campaigns against female genital mutilation, and NACADA's campaigns against drug and substance abuse among youth.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, kampeni za Bodi ya Kupambana na Ukeketaji dhidi ya ukeketaji wa wanawake, na kampeni za NACADA dhidi ya matumizi ya dawa za kulevya miongoni mwa vijana.","Oboke mar dwe mar apar gi ji duto oting’o kampen mag NTSA mag rito yore mag tiyo kod ng’ado mtoka kod ng’ado mtoka mapiyo, kampen mag Board ma kwedo FGM ma kwedo ng’ado ng’ut mon, kod kampen ma NACADA timo mar kwedo tiyo gi yath ma mero ji kod gik ma mero ji e kind joma tindo.",s03+s04+s09,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay khusaysaa ololaha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadadka xawaaraha, Ololaha Guddida Kahortaga Gudniinka Fircooniga ah ee ka dhanka ah gudniinka fircooniga ah, iyo ololaha NACADA ee ka dhanka ah maandooriyaha iyo balwadaha ee dhalinyarada."
8472,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, the Anti-FGM Board's campaigns against female genital mutilation, and reporting cybercrime under the Computer Misuse and Cybercrimes Act.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, kampeni za Bodi ya Kupambana na Ukeketaji dhidi ya ukeketaji wa wanawake, na kuripoti uhalifu wa mtandaoni chini ya Sheria ya Matumizi Mabaya ya Kompyuta na Uhalifu wa Mtandaoni.","Oboke mar dwe mar apar gi ji duto oting’o kampen mag NTSA mag rito yore mag tiyo kod ng’ado mtoka kod ng’ado mtoka mapiyo, kampen mag Bod ma kwedo FGM ma kwedo ng’ado ng’ut mon, kod lando weche mag ketho mag mbui e bwo chik mar tiyo marach gi kompyuta kod ketho mag mbui.",s03+s04+s10,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay dabooshaa ololayaasha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadka xawaaraha, Ololaha Guddida Kahortaga Gudniinka Fircooniga ah ee ka dhanka ah gudniinka fircooniga ah, iyo ka warbixinta dambiyada internetka ee hoos yimaada Xeerka Si xun u Isticmaalka Kombiyuutarka iyo Dembiyada Internetka."
8473,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, Huduma Namba registration under the national identity management system, and the National Disaster Operations Centre's flood and drought early-warning alerts.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, usajili wa Huduma Namba chini ya mfumo wa kitaifa wa usimamizi wa utambulisho, na tahadhari za mapema za mafuriko na ukame kutoka Kituo cha Kitaifa cha Uendeshaji wa Maafa.","Oboke mar dwe mar apar gi ji duto oting’o kampen mag NTSA mag rito yore mag tiyo kod gik ma ng’ato nyalo ng’ado e wi mtoka kod ng’ado ng’wech mapiyo, ndiko nying’ mar Huduma Namba e bwo chenro mar rito ng’ato e piny, kod ng’ado bura ma ng’ato nyalo ng’ado e wi pi ma pong’o piny kod oro.",s03+s05+s06,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay khusaysaa ololaha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadadka xawaaraha, diiwaangelinta Huduma Namba ee hoos timaada nidaamka maaraynta aqoonsiga qaranka, iyo digniinaha hore ee fatahay iyo abaarta ee Xarunta Hawlaha Musiibooyinka Qaranka."
8474,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, Huduma Namba registration under the national identity management system, and Kenya Red Cross emergency response teams for disaster-affected communities.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, usajili wa Huduma Namba chini ya mfumo wa kitaifa wa usimamizi wa utambulisho, na timu za majibu ya dharura za Msalaba Mwekundu wa Kenya kwa jamii zilizoathiriwa na maafa.","Oboke mar dwe ni mar ji duto oting’o kampen mag NTSA mag rito yore mag tiyo kod ng’injo mag ng’wech kod ng’ado ng’wech mapiyo, ndiko nying’ mar Huduma Namba e bwo chenro mar rito ng’eyo mar piny, kod jogo ma konyo e kinde mag masira mag piny Kenya.",s03+s05+s07,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay khusaysaa ololaha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadka xawaaraha, diiwaangelinta Huduma Namba ee hoos timaada nidaamka maaraynta aqoonsiga qaranka, iyo kooxaha wax ka qabashada xaaladaha degdega ah ee Laanqayrta Cas ee Kenya ee bulshooyinka ay masiibada saamaysay."
8475,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, Huduma Namba registration under the national identity management system, and the Directorate of Criminal Investigations (DCI) crime-reporting hotline.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, usajili wa Huduma Namba chini ya mfumo wa kitaifa wa usimamizi wa utambulisho, na laini ya kuripoti uhalifu ya Idara ya Upelelezi wa Jinai (DCI).","Oboke mar dwe mar apar gi ji duto oting’o kampen mag NTSA mag rito yore mag tiyo kod ng’ado mtoka kod ng’ado ng’wech mapiyo, ndiko nying’ mar Huduma Namba e bwo chenro mar rito ng’ato e piny, kod namba mar lando wach mar ketho (DCI).",s03+s05+s08,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay dabooshaa ololayaasha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadka xawaaraha, diiwaangelinta Huduma Namba ee hoos timaada nidaamka maaraynta aqoonsiga qaranka, iyo Agaasinka Dembi Baadhista (DCI) khadka warbixinta dembiyada."
8476,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, Huduma Namba registration under the national identity management system, and NACADA's campaigns against drug and substance abuse among youth.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, usajili wa Huduma Namba chini ya mfumo wa kitaifa wa usimamizi wa utambulisho, na kampeni za NACADA dhidi ya matumizi ya dawa za kulevya miongoni mwa vijana.","Oboke mar dwe ni mar ji duto oting’o kampen mag NTSA mag rito yore mag ng’ado mtoka kod ng’ado ng’wech mapiyo, ndiko nying’ Huduma Namba e bwo chenro mar rito ng’ato e piny, kod kampen mag NACADA mag kwedo tiyo kod yath ma mero ji kod gik ma nyalo ketho ng’ato e kind joma tindo.",s03+s05+s09,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay daboolaysaa ololaha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadadka xawaaraha, diiwaangelinta Huduma Namba ee hoos timaada nidaamka maaraynta aqoonsiga qaranka, iyo ololayaasha NACADA ee ka dhanka ah maandooriyaha iyo mukhaadaraadka ee dhalinyarada."
8477,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, Huduma Namba registration under the national identity management system, and reporting cybercrime under the Computer Misuse and Cybercrimes Act.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, usajili wa Huduma Namba chini ya mfumo wa kitaifa wa usimamizi wa utambulisho, na kuripoti uhalifu wa mtandaoni chini ya Sheria ya Matumizi Mabaya ya Kompyuta na Uhalifu wa Mtandaoni.","Oboke mar dwe ni mar ji duto oting’o kampen mag NTSA mag rito yore mag tiyo kod ng’ado mtoka kod ng’ado ng’wech mapiyo, ndiko nying’ mar Huduma Namba e bwo chenro mar rito ng’ato e piny, kod lando weche mag ketho mag mbui e bwo chik mar tiyo marach gi kompyuta kod ketho mag mbui.",s03+s05+s10,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay daboolaysaa ololaha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadadka xawaaraha, diiwaangelinta Huduma Namba ee hoos timaada nidaamka maaraynta aqoonsiga qaranka, iyo ka warbixinta dambiyada internetka ee hoos yimaada Xeerka Si xun u Isticmaalka Computerka iyo Dembiyada Internetka."
8478,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, the National Disaster Operations Centre's flood and drought early-warning alerts, and Kenya Red Cross emergency response teams for disaster-affected communities.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, tahadhari za mapema za mafuriko na ukame kutoka Kituo cha Kitaifa cha Uendeshaji wa Maafa, na timu za majibu ya dharura za Msalaba Mwekundu wa Kenya kwa jamii zilizoathiriwa na maafa.","Oboke mar dwe mar apar gi ji duto oting’o kampen mag NTSA mag rito yore mag tiyo kod gik ma ng’ato nyalo ng’ado e wi mtoka kod ng’ado ng’wech mapiyo, ng’ado bura ma ng’ato nyalo ng’ado e wi pi ma pong’o piny kod oro, kod jogo ma Kenya Red Cross timo ma konyo e kinde mag masira.",s03+s06+s07,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay khusaysaa ololaha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadka xawaaraha, Xarunta Hawlaha Musiibada Qaranka ee fatahaada iyo digniinta abaarta, iyo kooxaha wax ka qabashada xaaladaha degdega ah ee Laanqayrta Cas ee Kenya ee bulshooyinka ay masiibada saamaysay."
8479,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, the National Disaster Operations Centre's flood and drought early-warning alerts, and the Directorate of Criminal Investigations (DCI) crime-reporting hotline.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, tahadhari za mapema za mafuriko na ukame kutoka Kituo cha Kitaifa cha Uendeshaji wa Maafa, na laini ya kuripoti uhalifu ya Idara ya Upelelezi wa Jinai (DCI).","Oboke mar dwe mar apar gi ji duto oting’o kampen mag NTSA mag rito yore mag tiyo kod gik ma ng’ato nyalo ng’ado e wi mtoka kod ng’ado ng’wech mapiyo, ng’ado bura ma ng’ato nyalo ng’ado e wi pi ma pong’o piny kod oro, kod namba mar lando wach ma ng’ato nyalo ng’ado e wi ketho (DCI).",s03+s06+s08,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay dabooshaa ololayaasha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadka xawaaraha, Xarunta Hawlaha Musiibooyinka Qaranka ee daadadka iyo digniinta abaarta, iyo Agaasinka Dembi Baadhista (DCI) khadka warbixinta dembiyada."
8480,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, the National Disaster Operations Centre's flood and drought early-warning alerts, and NACADA's campaigns against drug and substance abuse among youth.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, tahadhari za mapema za mafuriko na ukame kutoka Kituo cha Kitaifa cha Uendeshaji wa Maafa, na kampeni za NACADA dhidi ya matumizi ya dawa za kulevya miongoni mwa vijana.","Oboke ma ji duto yudo e dwe ni oting’o kampen mag NTSA mag rito yore mag tiyo kod gik ma ng’ato nyalo ng’ado e wi mtoka kod ng’ado ng’wech mapiyo, ng’ado bura ma ng’ato nyalo ng’ado e wi pi ma pong’o piny kod ng’ich, kod kampen ma NACADA timo mar kwedo tiyo kod yath ma mero ji kod gik ma nyalo ketho ng’ato e kind joma tindo.",s03+s06+s09,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay dabooshaa ololayaasha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadadka xawaaraha, Xarunta Hawlaha Masiibooyinka Qaranka ee daadadka iyo digniinta abaarta, iyo ololayaasha NACADA ee ka dhanka ah maandooriyaha iyo balwadaha ee dhalinyarada."
8481,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, the National Disaster Operations Centre's flood and drought early-warning alerts, and reporting cybercrime under the Computer Misuse and Cybercrimes Act.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, tahadhari za mapema za mafuriko na ukame kutoka Kituo cha Kitaifa cha Uendeshaji wa Maafa, na kuripoti uhalifu wa mtandaoni chini ya Sheria ya Matumizi Mabaya ya Kompyuta na Uhalifu wa Mtandaoni.","Oboke mar dwe mar apar gi ji duto oting’o kampen mag NTSA mag rito yore mag tiyo kod gik ma ng’ato nyalo ng’ado e wi mtoka kod ng’ado ng’wech mapiyo, ng’ado bura ma ng’ato nyalo ng’ado e wi pi ma pong’o piny kod oro, kod ng’ado ripot kuom ketho mag mbui e bwo chik mar tiyo marach gi kompyuta kod ketho mag mbui.",s03+s06+s10,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay dabooshaa ololayaasha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadadka xawaaraha, Xarunta Hawlaha Masiibooyinka Qaranka ee daadadka iyo digniinaha abaarta, iyo ka warbixinta dambiyada internetka ee hoos yimaada Xeerka Si xun u Isticmaalka Kumbuyuutarka iyo Dembiyada Internetka."
8482,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, Kenya Red Cross emergency response teams for disaster-affected communities, and the Directorate of Criminal Investigations (DCI) crime-reporting hotline.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, timu za majibu ya dharura za Msalaba Mwekundu wa Kenya kwa jamii zilizoathiriwa na maafa, na laini ya kuripoti uhalifu ya Idara ya Upelelezi wa Jinai (DCI).","Oboke ma ji duto ogolo e dwe mar apar, oting’o kampen mag NTSA mag rito yore mag tiyo kod gik ma ng’ato nyalo ng’ado e wi mtoka kod ng’ado mtoka mapiyo, jogo ma konyo e kinde mag ng’ato ma oyudo masira, kod namba ma ng’ato nyalo ng’adogo bura kuom ketho ma ng’ato otimo.",s03+s07+s08,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay dabooshaa ololayaasha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadka xawaaraha, kooxaha ka jawaabida degdega ah ee Laanqayrta cas ee Kenya ee bulshooyinka ay masiibada saamaysay, iyo Agaasinka danbi baadhista (DCI) khadka warbixinta dambiyada."
8483,Security,General,"This month's public update covers NTSA road safety campaigns on seatbelt use and speed limits, Kenya Red Cross emergency response teams for disaster-affected communities, and NACADA's campaigns against drug and substance abuse among youth.","Taarifa ya umma ya mwezi huu inahusisha kampeni za usalama barabarani za NTSA kuhusu matumizi ya mkanda wa usalama na mwendo, timu za majibu ya dharura za Msalaba Mwekundu wa Kenya kwa jamii zilizoathiriwa na maafa, na kampeni za NACADA dhidi ya matumizi ya dawa za kulevya miongoni mwa vijana.","Oboke mar dwe mar apar gi ji duto wuoyo kuom kampen mag NTSA mag rito yore mag tiyo kod gik ma ng’ato nyalo rwako e wi mtoka kod ng’ado ng’wech mapiyo, jogo ma konyo e kinde mag masira mag Kenya, kod kampen mag NACADA mag geng’o tiyo gi yath ma mero ji kod gik ma nyalo ketho ng’ato e kind joma tindo.",s03+s07+s09,grounded_generated,"Cusboonaysiinta dadwaynaha ee bishan waxa ay khusaysaa ololaha badbaadada wadooyinka ee NTSA ee isticmaalka suunka iyo xadka xawaaraha, kooxaha ka jawaabida degdega ah ee Ururka Laanqayrta Cas ee Kenya ee bulshooyinka ay masiibada saamaysay, iyo NACADA ololeheeda ka dhanka ah daroogada iyo maandooriyaha ee dhalinyarada."
