PSA_Id,Domain,Class,English,Kiswahili,Dholuo
5584,Security & Safety,General,"In light of recent cybercrime cases, residents are reminded to follow public transport safety rules.","Kutokana na visa vya hivi karibuni vya uhalifu wa mtandaoni, wakazi wanakumbushwa kufuata kanuni za usalama wa usafiri wa umma.","Kaluwore gi kes ma osetimore machiegni mag ketho mbui e yor mbui, iparo ne jodak mondo oluw chike mag rito ng’ato e wuoth ma ji duto tiyogo."
5585,Security & Safety,General,Communities facing building collapse risk should follow public transport safety rules issued by county disaster teams.,Jamii zinazokabiliwa na hatari ya kuporomoka kwa jengo zinapaswa kufuata kanuni za usalama wa usafiri wa umma zilizotolewa na timu za maafa za kaunti.,Oganda ma yudo pek mar ketruok mar udi onego oluw chike mag arita mag wuoth ma ji duto ogolo gi riwruoge mag masira mag kaunti.
5586,Security & Safety,General,Stay informed on security threats and follow crowd safety measures to keep your family safe.,Endelea kufahamishwa kuhusu vitisho vya usalama na ufuate hatua za usalama wa umati kuweka familia yako salama.,Bed gi ng'eyo matut kuom luoro mag arita kendo luwo okenge mag arita mag oganda mondo orit joodu maber.
5587,Security & Safety,General,"In light of recent theft cases, residents are reminded to follow boat and lake safety rules.","Kutokana na visa vya hivi karibuni vya wizi, wakazi wanakumbushwa kufuata kanuni za usalama wa mashua na ziwa.","Kaluwore gi kes mag kuo ma osetimore machiegni, iparo ne jodak mondo oluw chike mag rito yie kod nam."
5588,Security & Safety,General,Communities facing disease outbreaks should follow boat and lake safety rules issued by county disaster teams.,Jamii zinazokabiliwa na milipuko ya magonjwa zinapaswa kufuata kanuni za usalama wa mashua na ziwa zilizotolewa na timu za maafa za kaunti.,Oganda ma yudo masira mag tuoche onego oluw chike mag arita mag yie kod nam ma ogol gi jokanyo mag kaunti mag masira.
5589,Security & Safety,General,"In light of recent theft cases, residents are reminded to follow fire safety precautions.","Kutokana na visa vya hivi karibuni vya wizi, wakazi wanakumbushwa kufuata tahadhari za usalama wa moto.","Kaluwore gi kes mag kuo ma osetimore machiegni, iparo ne jodak mondo oluw yore mag geng’o mach."
5590,Security & Safety,General,"During flooding emergencies, always keep emergency contacts on hand in case of disease outbreaks.","Wakati wa dharura za mafuriko, weka nambari za dharura karibu endapo kutakuwa na milipuko ya magonjwa.","E kinde mag masira mag pi ma pong’o piny, kinde duto bed gi jogo ma nyalo konyi e lweti mondo kik tuoche ochop."
5591,Security & Safety,General,Anyone who witnesses vandalism of public property during displacement crises should alert authorities immediately.,Yeyote anayeshuhudia uharibifu wa mali ya umma wakati wa migogoro ya kuhamishwa anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno ka ji ketho mwandu mag piny e kinde ma ji odak e udigi, onego onyis jotelo mapiyo."
5592,Security & Safety,General,"During disease outbreaks, always keep emergency contacts on hand in case of fire outbreaks.","Wakati wa milipuko ya magonjwa, weka nambari za dharura karibu endapo kutakuwa na milipuko ya moto.","E kinde ma tuoche pong’o piny, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka mach ochako pong’o piny."
5593,Security & Safety,General,Stay informed on security threats and follow fire safety precautions to keep your family safe.,Endelea kufahamishwa kuhusu vitisho vya usalama na ufuate tahadhari za usalama wa moto kuweka familia yako salama.,Bed gi ng’eyo matut kuom gik ma nyalo kelo luoro kendo luwo okenge mag arita mar mach mondo orit joodu maber.
5594,Security & Safety,General,Stay informed on flooding risk and follow school safety protocols to keep your family safe.,Endelea kufahamishwa kuhusu hatari ya mafuriko na ufuate kanuni za usalama shuleni kuweka familia yako salama.,Bed gi ng’eyo kuom gik ma nyalo kelo hinyruok e wi pi ma pong’o piny kendo luwo chike mag skul mondo orit joodu obed gi arita.
5595,Security & Safety,General,Stay informed on cybersecurity threats and follow curfew regulations to keep your family safe.,Endelea kufahamishwa kuhusu vitisho vya usalama wa mtandao na ufuate kanuni za amri ya kutotoka nje kuweka familia yako salama.,Bed gi ng'eyo kuom luoro mag mbui kendo luwo chike mag kafiu mondo orit joodu maber.
5596,Security & Safety,General,"In light of recent armed robbery cases, residents are reminded to follow crowd safety measures.","Kutokana na visa vya hivi karibuni vya unyang'anyi wa kutumia silaha, wakazi wanakumbushwa kufuata hatua za usalama wa umati.","Kaluwore gi kes mag kuo ma osetimore machiegni, iparo ne jodak mondo oluw okenge mag rito oganda."
5597,Security & Safety,General,Residents are urged to report suspicious activity through the county emergency hotline.,Wakazi wanahimizwa kuripoti shughuli za kutiliwa shaka kupitia laini ya dharura ya kaunti.,Okwayo jodak mondo ogol ripot mar gik ma gigeno ni nitie kokalo kuom namba mar simu mar kaunti mar kony mapiyo.
5598,Security & Safety,General,Anyone who witnesses theft during fire disasters should alert authorities immediately.,Yeyote anayeshuhudia wizi wakati wa majanga ya moto anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno kuo e kinde ma masira mag mach timore, onego onyis jotelo mapiyo."
5599,Security & Safety,General,Motorists and pedestrians alike must observe public transport safety rules at all times.,Madereva na waenda kwa miguu wanapaswa kuzingatia kanuni za usalama wa usafiri wa umma wakati wote.,Joma riembo gari kod joma wuotho ​​gi tiendgi nyaka luwo chike mag arita mag gari ma ji duto tiyogo kinde duto.
5600,Security & Safety,General,"During flooding emergencies, always keep emergency contacts on hand in case of landslides.","Wakati wa dharura za mafuriko, weka nambari za dharura karibu endapo kutakuwa na maporomoko ya ardhi.","E kinde ma pi pong’o piny, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka piny opong’o piny."
5601,Security & Safety,General,Stay informed on security threats and follow school safety protocols to keep your family safe.,Endelea kufahamishwa kuhusu vitisho vya usalama na ufuate kanuni za usalama shuleni kuweka familia yako salama.,Bed gi ng’eyo kuom gik ma nyalo ketho arita kendo luwo chike mag arita mag skul mondo orit joodu obed gi arita.
5602,Security & Safety,General,Residents are urged to report child abuse through the county emergency hotline.,Wakazi wanahimizwa kuripoti unyanyasaji wa watoto kupitia laini ya dharura ya kaunti.,Okwayo jodak mondo ogol ripot mar tim mar ketho nyithindo kokalo kuom namba mar simu mar kaunti mar ng’ado bura mapiyo.
5603,Security & Safety,General,"During mass gatherings, always keep emergency contacts on hand in case of landslides.","Wakati wa mikusanyiko mikubwa, weka nambari za dharura karibu endapo kutakuwa na maporomoko ya ardhi.","E kinde mag chokruok mag ji mang’eny, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka piny otur."
5604,Security & Safety,General,Anyone who witnesses child abuse during fire disasters should alert authorities immediately.,Yeyote anayeshuhudia unyanyasaji wa watoto wakati wa majanga ya moto anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno ka itimo ne nyathi timbe marach e kinde ma masira mag mach timore, onego onyis jotelo mapiyo."
5605,Security & Safety,General,The National Disaster Operations Centre has issued an update on civil unrest warnings.,Kituo cha Kitaifa cha Uendeshaji wa Maafa kimetoa taarifa kuhusu tahadhari za machafuko ya kiraia.,Ofis mar piny mangima mar rito masira osegolo wach manyien kuom siem mag ng’anjo mag oganda.
5606,Security & Safety,General,"In light of recent human trafficking cases, residents are reminded to follow workplace safety standards.","Kutokana na visa vya hivi karibuni vya usafirishaji haramu wa binadamu, wakazi wanakumbushwa kufuata viwango vya usalama mahali pa kazi.","Kaluwore gi kes mag ng’iewo dhano ma osetimore machiegni, iparo ne jodak mondo oluw chike mag arita e kar tich."
5607,Security & Safety,General,Communities facing flooding should follow workplace safety standards issued by county disaster teams.,Jamii zinazokabiliwa na mafuriko zinapaswa kufuata viwango vya usalama mahali pa kazi zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi pi ma pong'o piny onego oluw chike mag arita mag kar tich moketi gi riwruoge mag masira mag kaunti.
5608,Security & Safety,General,"During road accident emergencies, always keep emergency contacts on hand in case of water contamination.","Wakati wa dharura za ajali za barabarani, weka nambari za dharura karibu endapo kutakuwa na uchafuzi wa maji.","E kinde ma masira mag ndara timore mapiyo, kinde duto bed gi jogo ma nyalo konyi e lweti mondo kik pi okethore."
5609,Security & Safety,General,"During flooding emergencies, always keep emergency contacts on hand in case of drought.","Wakati wa dharura za mafuriko, weka nambari za dharura karibu endapo kutakuwa na ukame.","E kinde ma pi pong’o piny, kinde duto bed gi jogo ma nyalo konyi e lweti kapo ni oro opong’o piny."
5610,Security & Safety,General,Motorists and pedestrians alike must observe curfew regulations at all times.,Madereva na waenda kwa miguu wanapaswa kuzingatia kanuni za amri ya kutotoka nje wakati wote.,Jogo ma riembo nyamburko kod jowuotho ​​nyaka luwo chike mag kafiu kinde duto.
5611,Security & Safety,General,Anyone who witnesses armed robbery during displacement crises should alert authorities immediately.,Yeyote anayeshuhudia unyang'anyi wa kutumia silaha wakati wa migogoro ya kuhamishwa anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno ka ji ng’anjo gi gik lweny e kinde ma ji odak e udigi, onego onyis jotelo mapiyo."
5612,Security & Safety,General,Stay alert for updates on wildfire risk from official government channels.,Kaa macho kwa taarifa kuhusu hatari ya moto wa mwituni kutoka njia rasmi za serikali.,Bed morit mondo iyud weche manyien ewi luoro mar mach mawang'o bungu kowuok e chanel ma sirkal mowinjore.
5613,Security & Safety,General,"During mass gatherings, always keep emergency contacts on hand in case of fire outbreaks.","Wakati wa mikusanyiko mikubwa, weka nambari za dharura karibu endapo kutakuwa na milipuko ya moto.","E kinde mag chokruok mag ji mang’eny, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo kapo ni mach owang’."
5614,Security & Safety,General,Communities in flood-prone areas should prepare for disease outbreaks this rainy season.,Jamii katika maeneo yanayokumbwa na mafuriko zijiandae kwa milipuko ya magonjwa msimu huu wa mvua.,Jodak ma nitie kuonde ma pi mang’eny nyalo pong’o piny onego oikre ne tuoche mabiro e kinde kothni.
5615,Security & Safety,General,Report any arson to the nearest police station immediately.,Ripoti uchomaji moto wa makusudi yoyote kwa kituo cha polisi cha karibu mara moja.,Chiw ripot mar mach ma ng’ato owang’o e ofis mar polisi man machiegni mapiyo.
5616,Security & Safety,General,Anyone who witnesses a road accident during severe weather events should alert authorities immediately.,Yeyote anayeshuhudia ajali ya barabarani wakati wa matukio makali ya hali ya hewa anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno masira mar ndara e kinde ma piny bedo matek, onego onyis jotelo mapiyo."
5617,Security & Safety,General,Motorists and pedestrians alike must observe school safety protocols at all times.,Madereva na waenda kwa miguu wanapaswa kuzingatia kanuni za usalama shuleni wakati wote.,Joma riembo gari kod joma wuotho ​​gi tiendgi nyaka luwo chike mag skul kinde duto.
5618,Security & Safety,General,Anyone who witnesses armed robbery during severe weather events should alert authorities immediately.,Yeyote anayeshuhudia unyang'anyi wa kutumia silaha wakati wa matukio makali ya hali ya hewa anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno ka ji ng’iewo gik lweny e kinde ma yamo bedo marach ahinya, onego onyis jotelo mapiyo."
5619,Security & Safety,General,Residents are urged to report theft through the county emergency hotline.,Wakazi wanahimizwa kuripoti wizi kupitia laini ya dharura ya kaunti.,Jodak ikwayo mondo ogol ripot mar kuo kokalo kuom namba mar ng’ado bura mapiyo mar kaunti.
5620,Security & Safety,General,Anyone who witnesses armed robbery during mass gatherings should alert authorities immediately.,Yeyote anayeshuhudia unyang'anyi wa kutumia silaha wakati wa mikusanyiko mikubwa anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno ka ji ng’iewo gik lweny e kinde ma ji mang’eny chokore, onego onyis jotelo mapiyo."
5621,Security & Safety,General,Stay alert for updates on flooding risk from official government channels.,Kaa macho kwa taarifa kuhusu hatari ya mafuriko kutoka njia rasmi za serikali.,Bed gi ritruok kuom weche manyien mag luoro mar pi ma pong'o piny kowuok e chanel mag sirkal.
5622,Security & Safety,General,Contact the Kenya Red Cross for assistance during road accident emergencies.,Wasiliana na Msalaba Mwekundu wa Kenya kwa msaada wakati wa dharura za ajali za barabarani.,Tudri kod Red Cross mar Kenya mondo iyud kony e seche ma masira mag ndara timore mapiyo.
5623,Security & Safety,General,Communities facing strong winds should follow fire safety precautions issued by county disaster teams.,Jamii zinazokabiliwa na upepo mkali zinapaswa kufuata tahadhari za usalama wa moto zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi yamo matek onego oluw okenge mag arita mar mach moketi gi riwruoge mag kaunti mag masira.
5624,Security & Safety,General,Report any suspicious activity to the nearest police station immediately.,Ripoti shughuli za kutiliwa shaka yoyote kwa kituo cha polisi cha karibu mara moja.,Chiw ripot mar tim moro amora ma igeno ni itimo ne obila man machiegni mapiyo.
5625,Security & Safety,General,Stay informed on wildfire risk and follow workplace safety standards to keep your family safe.,Endelea kufahamishwa kuhusu hatari ya moto wa mwituni na ufuate viwango vya usalama mahali pa kazi kuweka familia yako salama.,Bed gi ng’eyo matut kuom gik ma nyalo kelo mach e bungu kendo luwo chike mag arita e kar tich mondo orit joodu obed gi arita.
5626,Security & Safety,General,Residents are urged to report a road accident through the county emergency hotline.,Wakazi wanahimizwa kuripoti ajali ya barabarani kupitia laini ya dharura ya kaunti.,Okwayo jodak mondo ogol ripot mar masira mar ndara kokalo kuom namba mar simu mar kaunti mar masira.
5627,Security & Safety,General,"In light of recent theft cases, residents are reminded to follow school safety protocols.","Kutokana na visa vya hivi karibuni vya wizi, wakazi wanakumbushwa kufuata kanuni za usalama shuleni.","Kaluwore gi kes mag kuo ma osetimore machiegni, iparo ne jodak mondo oluw chike mag arita mag skul."
5628,Security & Safety,General,"In light of recent arson cases, residents are reminded to follow boat and lake safety rules.","Kutokana na visa vya hivi karibuni vya uchomaji moto wa makusudi, wakazi wanakumbushwa kufuata kanuni za usalama wa mashua na ziwa.","Kaluwore gi kes mag wang’o mach ma osetimore machiegni, iparo ne jodak mondo oluw chike mag rito yie kod nam."
5629,Security & Safety,General,Motorists and pedestrians alike must observe fire safety precautions at all times.,Madereva na waenda kwa miguu wanapaswa kuzingatia tahadhari za usalama wa moto wakati wote.,Jogo ma riembo gari kod joma wuotho ​​gi tiendgi nyaka luwo yore mag geng’o mach kinde duto.
5630,Security & Safety,General,Communities facing building collapse risk should follow fire safety precautions issued by county disaster teams.,Jamii zinazokabiliwa na hatari ya kuporomoka kwa jengo zinapaswa kufuata tahadhari za usalama wa moto zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi luoro mar ketruok mar udi onego oluw okenge mag arita mag mach moketi gi riwruoge mag masira mag kaunti.
5631,Security & Safety,General,"In light of recent cybercrime cases, residents are reminded to follow curfew regulations.","Kutokana na visa vya hivi karibuni vya uhalifu wa mtandaoni, wakazi wanakumbushwa kufuata kanuni za amri ya kutotoka nje.","Kaluwore gi kes mag ketho mbui ma osetimore machiegni, iparo ne jodak mondo oluw chike mag kafiu."
5632,Security & Safety,General,"In light of recent armed robbery cases, residents are reminded to follow school safety protocols.","Kutokana na visa vya hivi karibuni vya unyang'anyi wa kutumia silaha, wakazi wanakumbushwa kufuata kanuni za usalama shuleni.","Kaluwore gi kes mag kuo ma osetimore machiegni, iparo ne jodak mondo oluw chike mag arita mag skul."
5633,Security & Safety,General,Residents are urged to report domestic violence through the county emergency hotline.,Wakazi wanahimizwa kuripoti unyanyasaji wa nyumbani kupitia laini ya dharura ya kaunti.,Okwayo jodak mondo ogol ripot mar tim gero mag ot kokalo kuom namba mar simu mar kaunti mar ng’ado bura mapiyo.
5634,Security & Safety,General,Stay informed on wildfire risk and follow road safety guidelines to keep your family safe.,Endelea kufahamishwa kuhusu hatari ya moto wa mwituni na ufuate miongozo ya usalama barabarani kuweka familia yako salama.,Bed gi ng’eyo kuom gik ma nyalo kelo mach e bungu kendo luwo chike mag arita mag yore mondo orit joodu maber.
5635,Security & Safety,General,"During fire disasters, always keep emergency contacts on hand in case of disease outbreaks.","Wakati wa majanga ya moto, weka nambari za dharura karibu endapo kutakuwa na milipuko ya magonjwa.","E kinde mag masiche mag mach, kinde duto bed gi jogo ma inyalo tudorego mapiyo kapo ni tuoche owuok."
5636,Security & Safety,General,"In light of recent arson cases, residents are reminded to follow public transport safety rules.","Kutokana na visa vya hivi karibuni vya uchomaji moto wa makusudi, wakazi wanakumbushwa kufuata kanuni za usalama wa usafiri wa umma.","Kaluwore gi kes mag wang’o mach ma osetimore machiegni, iparo ne jodak mondo oluw chike mag rito ng’ato e wuoth ma ji duto tiyogo."
5637,Security & Safety,General,Follow school safety protocols to keep your community safe during the festive season.,Fuata kanuni za usalama shuleni kuweka jamii yako salama wakati wa msimu wa sherehe.,Luri gi chike mag arita mag skul mondo orit jodak mari e kinde mag nyasi.
5638,Security & Safety,General,Anyone who witnesses theft during mass gatherings should alert authorities immediately.,Yeyote anayeshuhudia wizi wakati wa mikusanyiko mikubwa anapaswa kuarifu mamlaka mara moja.,Ng’at ang’ata ma neno kuo e kinde ma ji mang’eny romoe onego onyis jotelo mapiyo.
5639,Security & Safety,General,Residents are urged to report human trafficking through the county emergency hotline.,Wakazi wanahimizwa kuripoti usafirishaji haramu wa binadamu kupitia laini ya dharura ya kaunti.,Okwayo jodak mondo ogol ripot mar uso dhano kokalo kuom namba mar ng’ado bura mapiyo.
5640,Security & Safety,General,Communities facing landslides should follow fire safety precautions issued by county disaster teams.,Jamii zinazokabiliwa na maporomoko ya ardhi zinapaswa kufuata tahadhari za usalama wa moto zilizotolewa na timu za maafa za kaunti.,Oganda ma yudo masira mag lowo onego oluw okenge mag arita mar mach ma ogolo gi riwruoge mag masira mag kaunti.
5641,Security & Safety,General,Communities facing drought should follow road safety guidelines issued by county disaster teams.,Jamii zinazokabiliwa na ukame zinapaswa kufuata miongozo ya usalama barabarani zilizotolewa na timu za maafa za kaunti.,Jodak maromo gi oro onego oluw chike mag arita mag yore ma ochiw gi riwruoge mag kaunti mag masira.
5642,Security & Safety,General,Communities facing fire outbreaks should follow crowd safety measures issued by county disaster teams.,Jamii zinazokabiliwa na milipuko ya moto zinapaswa kufuata hatua za usalama wa umati zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi midhiero mag mach onego oluw okenge mag arita mar oganda ma ogol gi jokanyo mag masira mag kaunti.
5643,Security & Safety,General,Stay informed on civil unrest warnings and follow public transport safety rules to keep your family safe.,Endelea kufahamishwa kuhusu tahadhari za machafuko ya kiraia na ufuate kanuni za usalama wa usafiri wa umma kuweka familia yako salama.,Bed gi ng’eyo kuom siem mag ng’anjo mag oganda kendo luwo chike mag arita mag gari ma ji duto luwo mondo orit joodu.
5644,Security & Safety,General,"In light of recent domestic violence cases, residents are reminded to follow workplace safety standards.","Kutokana na visa vya hivi karibuni vya unyanyasaji wa nyumbani, wakazi wanakumbushwa kufuata viwango vya usalama mahali pa kazi.","Kaluwore gi kes ma osetimore machiegni mag ng’anjo e ot, iparo ne jodak mondo giluw chike mag arita e kar tich."
5645,Security & Safety,General,"During flooding emergencies, always keep emergency contacts on hand in case of flooding.","Wakati wa dharura za mafuriko, weka nambari za dharura karibu endapo kutakuwa na mafuriko.","E kinde ma pi opong’o piny, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka pi opong’o piny."
5646,Security & Safety,General,Stay informed on severe weather warnings and follow road safety guidelines to keep your family safe.,Endelea kufahamishwa kuhusu tahadhari za hali mbaya ya hewa na ufuate miongozo ya usalama barabarani kuweka familia yako salama.,Bed gi ng’eyo kuom siem mag yamo mager kendo luwo chike mag arita mag yore mondo orit joodu obed gi arita maber.
5647,Security & Safety,General,Communities facing building collapse risk should follow road safety guidelines issued by county disaster teams.,Jamii zinazokabiliwa na hatari ya kuporomoka kwa jengo zinapaswa kufuata miongozo ya usalama barabarani zilizotolewa na timu za maafa za kaunti.,Jodak ma yudo pek mar ketruok mar udi onego oluw chike mag arita mag yore ma ogol gi jotelo mag masira mag kaunti.
5648,Security & Safety,General,Stay alert for updates on cybersecurity threats from official government channels.,Kaa macho kwa taarifa kuhusu vitisho vya usalama wa mtandao kutoka njia rasmi za serikali.,Bed gi ritruok kuom weche ma nyasani ewi luoro mag mbui mawuok e chanel mag sirkal.
5649,Security & Safety,General,Anyone who witnesses a road accident during fire disasters should alert authorities immediately.,Yeyote anayeshuhudia ajali ya barabarani wakati wa majanga ya moto anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno masira mar yo e kinde ma masira mar mach timore, onego onyis jotelo mapiyo."
5650,Security & Safety,General,Stay informed on cybersecurity threats and follow fire safety precautions to keep your family safe.,Endelea kufahamishwa kuhusu vitisho vya usalama wa mtandao na ufuate tahadhari za usalama wa moto kuweka familia yako salama.,Bed gi ng’eyo matut kuom gik ma nyalo kelo luoro e mbui kendo luwo yore mag rito mach mondo orit joodu obed gi arita.
5651,Security & Safety,General,Prepare an emergency kit in case of strong winds in your area.,Andaa vifaa vya dharura endapo kutakuwa na upepo mkali eneo lako.,Inyalo loso gik ma itiyogo e kinde mag masira ka yamo matek owuok e alworau.
5652,Security & Safety,General,Stay informed on disease outbreak alerts and follow crowd safety measures to keep your family safe.,Endelea kufahamishwa kuhusu tahadhari za milipuko ya magonjwa na ufuate hatua za usalama wa umati kuweka familia yako salama.,Bed gi ng'eyo matut kuom lendo mag tuoche kendo luwo okenge mag arita mag oganda mondo orit joodu maber.
5653,Security & Safety,General,Stay informed on wildfire risk and follow crowd safety measures to keep your family safe.,Endelea kufahamishwa kuhusu hatari ya moto wa mwituni na ufuate hatua za usalama wa umati kuweka familia yako salama.,Bed gi ng'eyo kuom luoro mar mach mawang'o bungu kendo luwo okenge mag arita mag oganda mondo orit joodu maber.
5654,Security & Safety,General,Report any vandalism of public property to the nearest police station immediately.,Ripoti uharibifu wa mali ya umma yoyote kwa kituo cha polisi cha karibu mara moja.,Ripot ng’ato ang’ata ma ketho mwandu mag oganda e ofis mar polisi man machiegni mapiyo.
5655,Security & Safety,General,"In light of recent suspicious activity cases, residents are reminded to follow crowd safety measures.","Kutokana na visa vya hivi karibuni vya shughuli za kutiliwa shaka, wakazi wanakumbushwa kufuata hatua za usalama wa umati.","Kaluwore kod weche ma osetimore machiegni mag gik ma ji nyalo bedo gi kiawa, iparo ne jodak mondo oluw okenge mag arita e kind oganda."
5656,Security & Safety,General,Stay alert for updates on landslide risk from official government channels.,Kaa macho kwa taarifa kuhusu hatari ya maporomoko ya ardhi kutoka njia rasmi za serikali.,Bed gi ritruok mondo iyud weche manyien ewi luoro mar osruok mar lowo kowuok e chanel ma sirkal mapile.
5657,Governance,General,"To reduce misuse of public funds, the county is expanding access to voter registration updates this year.","Ili kupunguza matumizi mabaya ya fedha za umma, kaunti inapanua upatikanaji wa masasisho ya usajili wa wapiga kura mwaka huu.","Mondo ogeng’ tiyo marach gi pesa mag piny, kaunti medo ng’eyo kaka inyalo yudo weche manyien mag ndiko nying’ jogo ma dhi goyo ombulu e higa ni."
5658,Governance,General,Understanding public participation in law-making makes it easier to report corruption when you see it.,Kuelewa ushiriki wa umma katika utungaji sheria hurahisisha kuripoti ufisadi unapoiona.,Ng’eyo kaka oganda donjo e keto chike miyo bedo mayot mondo ior ripot mar ketho chik ka inene.
5659,Governance,General,Join community development meetings this month to learn how to access disability registration services and report misuse of public funds.,Jiunge na mikutano ya maendeleo ya jamii mwezi huu kujifunza jinsi ya kupata huduma za usajili wa ulemavu na kuripoti matumizi mabaya ya fedha za umma.,Inyalo donjo e chokruoge mag dongruok mag oganda e dwe ni mondo ing’e kaka inyalo yudo kony mar ndiko nying’ jogo ma nigi nyawo mag del kendo ripot kuom tiyo marach gi pesa mag piny.
5660,Governance,General,"To fight misuse of public funds, the county is promoting citizen feedback sessions alongside easier access to disability registration services.","Ili kupambana na matumizi mabaya ya fedha za umma, kaunti inahamasisha vikao vya maoni ya wananchi pamoja na upatikanaji rahisi wa huduma za usajili wa ulemavu.","Mondo oked gi tiyo marach gi pesa mag piny, kauntino loso chenro mag dwoko paro ne jodak kaachiel gi yudo thuolo mayot mar ndiko nying’ jogo ma nigi nyawo mag del."
5661,Governance,General,"To reduce unfair resource allocation, the county is expanding access to passport application services this year.","Ili kupunguza ugawaji usio wa haki wa rasilimali, kaunti inapanua upatikanaji wa huduma za maombi ya pasipoti mwaka huu.","Mondo ogeng’ ng’iewo mwandu ma ok owinjore, kauntino medo ng’iewo gik moko e higa ni."
5662,Governance,General,Citizens who understand public participation in law-making are better placed to report electoral malpractice when it occurs.,Wananchi wanaoelewa ushiriki wa umma katika utungaji sheria wako katika nafasi nzuri zaidi ya kuripoti udanganyifu wa uchaguzi inapotokea.,Jodak ma winjo tiend bedo gi ng’eyo mar oganda e loso chike gin joma nigi thuolo maber mar lando tim marach mag yiero ka otimore.
5663,Governance,General,Join county budget consultations this month to learn how to access tax compliance certificates and report corruption.,Jiunge na mashauriano ya bajeti ya kaunti mwezi huu kujifunza jinsi ya kupata vyeti vya ufuasi wa kodi na kuripoti ufisadi.,Ibed gi paro mag bajet mar kaunti e dwe ni mondo ing'e kaka inyalo yud oboke mag luwo osuru kendo igoyo ripot mar ketho chik.
5664,Governance,General,The county government invites residents to anti-corruption awareness campaigns scheduled for this month.,Serikali ya kaunti inawaalika wakazi kwenye kampeni za uhamasishaji dhidi ya ufisadi iliyopangwa mwezi huu.,Sirkal mar kaunti rwako jodak mondo odhi e kampen mag puonjo ji e wi tim mag ketho chik ma ibiro timo e dwe mar apar.
5665,Governance,General,You can now apply for national ID replacement online through the eCitizen portal.,Sasa unaweza kuomba ubadilishaji wa kitambulisho cha taifa mtandaoni kupitia mfumo wa eCitizen.,Koro inyalo ndiko kwayo mar oloki namba mar piny e mbui kokalo e mbui mar eCitizen.
5666,Governance,General,"To reduce land grabbing, the county is expanding access to passport application services this year.","Ili kupunguza unyakuzi wa ardhi, kaunti inapanua upatikanaji wa huduma za maombi ya pasipoti mwaka huu.","Mondo ogeng’ ng’anjo mar piny, kauntino medo ng’anjo mar yudo pesa mag ng’ado pasport e higa ni."
5667,Governance,General,"To reduce unfair resource allocation, the county is expanding access to birth certificate registration this year.","Ili kupunguza ugawaji usio wa haki wa rasilimali, kaunti inapanua upatikanaji wa usajili wa cheti cha kuzaliwa mwaka huu.","Mondo ogeng’ chiwo mwandu ma ok owinjore, kaunti medo ng’eyo kaka inyalo ndiko nying’ oboke mag nyuol e higa ni."
5668,Governance,General,Citizens who understand the Huduma Namba registration system are better placed to report misuse of public funds when it occurs.,Wananchi wanaoelewa mfumo wa usajili wa Huduma Namba wako katika nafasi nzuri zaidi ya kuripoti matumizi mabaya ya fedha za umma inapotokea.,Jopiny ma winjo tie yor ndiko nying' Huduma Namba ber e thuolo maber mar nyiso tiyo marach gi pesa mag sirkal ka mano otimore.
5669,Governance,General,Understanding public participation in law-making makes it easier to report electoral malpractice when you see it.,Kuelewa ushiriki wa umma katika utungaji sheria hurahisisha kuripoti udanganyifu wa uchaguzi unapoiona.,Ng’eyo kaka oganda donjo e keto chike miyo bedo mayot mondo ior ripot mar tim marach ma itimo e yiero ka inene.
5670,Governance,General,Join community development meetings this month to learn how to access land title services and report unfair resource allocation.,Jiunge na mikutano ya maendeleo ya jamii mwezi huu kujifunza jinsi ya kupata huduma za hati za ardhi na kuripoti ugawaji usio wa haki wa rasilimali.,Inyalo donjo e chokruoge mag dongruok mag oganda e dwe ni mondo ing’e kaka inyalo yudo kony mar yudo oboke mar piny kendo igol ripot mar keto mwandu e yo ma ok owinjore.
5671,Governance,General,The county government invites residents to youth empowerment forums scheduled for this month.,Serikali ya kaunti inawaalika wakazi kwenye mabaraza ya uwezeshaji wa vijana iliyopangwa mwezi huu.,Sirkal mar kaunti rwako jodak mondo obi e chokruoge mag chiwo teko ne joma tindo ma oseket e dwe mar apar.
5672,Governance,General,Access land title services through your county government's official channels.,Pata huduma za hati za ardhi kupitia njia rasmi za serikali ya kaunti yako.,Yudo huduma mag oboke mar piny kokalo kuom chanel ma sirkal mar kaunti mari.
